SYMBOL,DELIV_PER
20MICRONS,43.32
21STCENMGM,100.0
360ONE,54.86
3IINFOLTD,58.28
3MINDIA,47.05
3PLAND,76.8
5PAISA,58.46
63MOONS,50.93
AAATECH,59.72
AADHARHFC,65.68
AAREYDRUGS,70.93
AARNAV,76.87
AARON,58.32
AARTECH,36.14
AARTIDRUGS,61.85
AARTIIND,64.51
AARTIPHARM,45.89
AARTISURF,55.49
AARVI,42.74
AAVAS,85.38
ABB,48.75
ABBOTINDIA,43.81
ABCAPITAL,40.91
ABCOTS,52.89
ABDL,27.26
ABFRL,52.44
ABGSEC,100.0
ABINFRA,69.88
ABLBL,44.32
ABREL,29.88
ABSL10BANK,75.0
ABSLAMC,50.72
ABSLBANETF,65.55
ABSLLIQUID,60.35
ABSLMSCIN,99.85
ABSLNN50ET,55.96
ABSLPSE,71.45
ACC,42.1
ACCELYA,64.27
ACCURACY,52.94
ACE,39.41
ACEINTEG,73.52
ACI,47.74
ACL,71.45
ACMESOLAR,58.0
ACUTAAS,51.52
ADANIENSOL,36.52
ADANIENT,33.04
ADANIGREEN,34.25
ADANIPORTS,41.1
ADANIPOWER,27.06
ADFFOODS,43.74
ADL,77.42
ADOR,57.02
ADROITINFO,62.82
ADSL,50.01
ADVAIT,43.76
ADVANCE,33.26
ADVANIHOTR,74.35
ADVENTHTL,52.3
ADVENZYMES,61.18
AEGISLOG,14.73
AEGISVOPAK,49.04
AEPL,70.71
AEQUS,21.68
AEROENTER,43.44
AEROFLEX,21.74
AERONEU,16.92
AETHER,47.38
AFCONS,38.14
AFFLE,65.66
AFFORDABLE,58.12
AFSL,75.26
AGARIND,50.23
AGARWALEYE,44.12
AGI,39.02
AGIIL,18.51
AGRITECH,37.48
AGROPHOS,79.91
AHCL,29.27
AHLADA,90.35
AHLEAST,80.18
AHLUCONT,43.56
AHLWEST,100.0
AIAENG,47.3
AIIL,39.23
AIRAN,69.06
AIROLAM,72.79
AJANTPHARM,49.16
AJAXENGG,47.39
AJMERA,37.25
AJOONI,70.28
AKASH,67.34
AKG,92.11
AKI,75.92
AKSHAR,65.83
AKSHARCHEM,53.97
AKSHOPTFBR,41.42
AKUMS,50.6
