SYMBOL,DELIV_PER
20MICRONS,36.56
21STCENMGM,91.1
360ONE,15.69
3BBLACKBIO,58.82
3IINFOLTD,81.79
3MINDIA,36.62
3PLAND,74.86
5PAISA,39.36
63MOONS,41.91
A2ZINFRA,70.05
AAATECH,84.78
AADHARHFC,50.47
AARNAV,92.64
AARON,59.49
AARTECH,55.32
AARTIDRUGS,47.21
AARTIIND,43.3
AARTIPHARM,43.61
AARTISURF,76.11
AARVI,14.9
AAVAS,55.6
ABB,42.39
ABBOTINDIA,48.91
ABCAPITAL,42.78
ABCOTS,52.47
ABDL,56.4
ABFRL,43.54
ABGSEC,98.9
ABINFRA,9.38
ABLBL,48.99
ABMINTLLTD,46.24
ABMKNO,93.3
ABREL,36.42
ABSL10BANK,99.99
ABSLAMC,47.72
ABSLBANETF,69.86
ABSLLIQUID,69.74
ABSLMSCIN,81.23
ABSLNN50ET,69.13
ABSLPSE,70.56
ACC,48.24
ACCELYA,58.64
ACCURACY,78.58
ACE,48.82
ACEINTEG,83.87
ACI,44.41
ACL,75.51
ACMESOLAR,35.03
ACSTECH,67.66
ACUTAAS,51.3
ADANIENSOL,45.32
ADANIENT,37.11
ADANIGREEN,40.37
ADANIPORTS,45.58
ADANIPOWER,35.14
ADFFOODS,46.43
ADL,76.47
ADOR,54.23
ADROITINFO,89.55
ADSL,39.84
ADVAIT,43.18
ADVANCE,53.27
ADVANIHOTR,65.54
ADVENTHTL,57.78
ADVENZYMES,40.75
AEGISLOG,26.3
AEGISVOPAK,45.57
AEPL,74.51
AEQUS,34.86
AEROENTER,27.11
AEROFLEX,25.44
AERONEU,69.48
AETHER,65.08
AFCONS,22.51
AFFLE,44.25
AFSL,70.04
AGARIND,40.7
AGARWALEYE,49.27
AGI,36.75
AGIIL,35.32
AGRITECH,42.79
AGROPHOS,58.35
AHCL,52.99
AHLADA,59.59
AHLEAST,19.78
AHLUCONT,41.1
AIAENG,57.09
AIIL,45.08
AIRAN,83.47
AIROLAM,87.44
AJANTPHARM,54.68
AJAXENGG,49.92
AJMERA,35.57
AJOONI,56.22
AKASH,73.98
AKCAPIT,72.4
AKG,66.15
AKI,41.78
AKSHAR,70.75
AKSHARCHEM,51.07
AKUMS,43.68
ALANKIT,68.32
ALBERTDAVD,67.0
ALEMBICLTD,44.14
ALGOQUANT,16.12
ALICON,52.5
ALIVUS,52.08
ALKALI,38.56
ALKEM,27.87
ALKYLAMINE,46.97
ALLCARGO,58.72
ALLDIGI,59.19
ALLTIME,56.27
ALMONDZ,78.34
ALOKINDS,35.44
ALPA,25.92
ALPHA,72.36
ALPHAETF,63.63
ALPHAGEO,71.09
ALPL30IETF,60.12
AMAGI,76.29
AMANTA,63.87
AMBALALSA,53.16
AMBER,24.28
AMBICAAGAR,92.34
AMBIKCO,47.4
AMBUJACEM,59.95
AMDIND,51.84
AMIRCHAND,59.54
AMJLAND,68.46
AMNPLST,47.94
AMRUTANJAN,58.08
ANANDRATHI,64.77
ANANTRAJ,23.45
ANDHRAPAP,72.68
ANDHRSUGAR,45.21
ANGELONE,29.97
ANMOL,63.9
ANTELOPUS,78.36
ANTGRAPHIC,70.37
ANTHEM,48.94
ANUHPHR,70.96
ANUP,46.9
ANURAS,45.44
AONEGOLD,60.26
AONELIQUID,67.94
AONENIFTY,78.13
AONESILVER,37.81
AONETMMQ50,87.76
AONETOTAL,62.87
APARINDS,40.81
APCL,79.85
APCOTEXIND,34.29
APEX,21.66
APLAPOLLO,57.45
APLLTD,49.27
APOLLO,11.97
APOLLOHOSP,50.72
APOLLOPIPE,47.79
APOLLOTYRE,48.47
APOLSINHOT,77.62
APTECHT,26.44
APTUS,59.18
AQYLON,28.83
ARCHIDPLY,80.4
ARCHIES,71.54
ARE&M,40.36
ARENTERP,72.36
ARFIN,14.51
ARIES,54.9
ARIHANT,59.31
ARIHANTCAP,56.66
ARIHANTSUP,46.5
ARIS,51.23
ARKADE,42.7
ARMANFIN,47.72
AROGRANITE,73.58
ARROWGREEN,39.44
ARSSBL,44.17
ARTEMISMED,57.86
ARVEE,69.18
ARVIND,25.98
ARVINDFASN,43.54
ARVSMART,40.79
ASAHIINDIA,36.52
ASAHISONG,26.49
