SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS, 27-Aug-2026,223.39,223.39,215.1,216.37,223.63,152626,332.82,4668,74455.0,48.78
21STCENMGM, 27-Aug-2026,42.35,42.35,41.74,42.0,42.59,4547,1.9,31,4522.0,99.45
360ONE, 27-Aug-2026,1194.0,1207.0,1191.7,1204.0,1197.2,317442,3811.4,19239,191498.0,60.33
3BBLACKBIO, 27-Aug-2026,1310.0,1361.9,1310.0,1350.3,1306.3,16388,219.74,1983,10701.0,65.3
3MINDIA, 27-Aug-2026,33520.0,34515.0,33520.0,34245.0,33570.0,3288,1119.38,2086,1780.0,54.14
3PLAND, 27-Aug-2026,32.0,32.4,31.55,31.87,32.0,3978,1.26,73,2416.0,60.73
574GS2026, 27-Aug-2026,101.89,101.89,101.89,101.89,101.75,1,0.0,1,1.0,100.0
591GS2028, 27-Aug-2026,99.7,99.7,99.7,99.7,99.51,3000,2.99,1,3000.0,100.0
5PAISA, 27-Aug-2026,376.95,377.05,370.0,371.15,376.4,18714,69.81,1032,10851.0,57.98
610GS2031, 27-Aug-2026,99.5,99.5,99.5,99.5,99.5,1,0.0,1,1.0,100.0
620GS2029, 27-Aug-2026,99.05,99.09,99.05,99.09,99.02,222,0.22,5,200.0,90.09
628GS2032, 27-Aug-2026,97.85,98.0,97.85,97.85,98.25,151,0.15,3,150.0,99.34
636GS2031, 27-Aug-2026,99.83,99.85,99.3,99.8,99.83,4820,4.81,8,4820.0,100.0
63MOONS, 27-Aug-2026,778.6,784.5,739.1,745.45,777.55,195262,1479.94,7201,96449.0,49.39
645GS2029, 27-Aug-2026,103.99,103.99,101.5,101.65,101.46,3,0.0,3,2.0,66.67
667GS2050, 27-Aug-2026,91.96,92.65,91.96,92.5,91.96,53,0.05,3,53.0,100.0
668GS2040, 27-Aug-2026,98.5,98.6,98.45,98.45,98.5,7390,7.28,8,7390.0,100.0
676GS2061, 27-Aug-2026,91.7,91.7,91.3,91.5,91.45,48900,44.75,44,48900.0,100.0
679GS2034, 27-Aug-2026,101.01,101.01,101.0,101.0,101.0,3700,3.74,3,3700.0,100.0
679GS2034A, 27-Aug-2026,99.75,99.75,99.75,99.75,99.73,2,0.0,1,2.0,100.0
68GS2060, 27-Aug-2026,92.85,92.85,92.81,92.81,92.81,610,0.57,2,610.0,100.0
690GS2065, 27-Aug-2026,94.45,94.48,94.2,94.45,94.39,9425,8.89,20,9424.0,99.99
694GS2036, 27-Aug-2026,102.5,102.8,102.5,102.71,102.46,3876,3.98,10,3875.0,99.97
695GS2061, 27-Aug-2026,94.49,94.49,94.0,94.0,94.39,12,0.01,7,10.0,83.33
699GS2051, 27-Aug-2026,95.3,97.5,95.3,97.5,97.73,6,0.01,2,6.0,100.0
702GS2031, 27-Aug-2026,105.0,105.0,102.0,102.0,102.15,3228,3.39,3,3228.0,100.0
706GS2028, 27-Aug-2026,103.9,103.95,103.5,103.51,103.85,5549,5.75,5,5549.0,100.0
706GS2041, 27-Aug-2026,100.5,100.5,100.5,100.5,100.5,2001,2.01,3,2001.0,100.0
709GS2054, 27-Aug-2026,97.0,97.0,96.27,96.34,96.51,16223,15.66,16,15863.0,97.78
709GS2074, 27-Aug-2026,98.0,98.0,96.12,96.23,96.29,3966,3.83,9,3966.0,100.0
710GS2029, 27-Aug-2026,103.76,103.76,103.76,103.76,103.75,2000,2.08,3,2000.0,100.0
717GS2030, 27-Aug-2026,104.25,104.25,104.25,104.25,104.96,1000,1.04,1,1000.0,100.0
718GS2037, 27-Aug-2026,103.2,104.8,103.0,104.8,103.08,3352,3.45,6,3351.0,99.97
724GS2055, 27-Aug-2026,98.45,98.45,98.0,98.22,98.37,24767,24.34,43,24767.0,100.0
725GS2063, 27-Aug-2026,98.15,98.15,97.85,97.86,97.98,582181,569.79,306,560876.0,96.34
726GS2032, 27-Aug-2026,103.75,103.75,103.75,103.75,103.56,100,0.1,1,100.0,100.0
732GS2030, 27-Aug-2026,103.8,104.0,103.8,103.8,104.0,781,0.81,4,781.0,100.0
734GS2064, 27-Aug-2026,100.49,100.49,99.9,99.93,100.1,27795,27.8,48,25081.0,90.24
738GS2027, 27-Aug-2026,102.5,102.65,102.47,102.54,102.55,41880,42.94,28,36880.0,88.06
73GS2053, 27-Aug-2026,99.49,100.05,99.25,99.68,99.36,17896,17.86,23,17646.0,98.6
740IIFCL33, 27-Aug-2026,1151.58,1158.0,1151.58,1158.0,1151.0,451,5.21,5,351.0,77.83
741GS2036, 27-Aug-2026,105.6,105.6,105.5,105.5,105.0,3104,3.27,10,3104.0,100.0
743GS2076, 27-Aug-2026,100.0,100.95,100.0,100.2,100.03,27633,27.71,61,27633.0,100.0
746GS2073, 27-Aug-2026,101.99,101.99,101.01,101.94,101.45,103,0.1,5,101.0,98.06
74GS2062, 27-Aug-2026,103.99,104.0,103.99,104.0,103.99,12,0.01,2,6.0,50.0
750GS2056, 27-Aug-2026,100.6,103.0,100.6,101.2,101.5,5275,5.43,4,5275.0,100.0
754GS2036, 27-Aug-2026,106.96,107.09,106.86,107.06,106.93,320632,342.87,143,319832.0,99.75
771GS2066, 27-Aug-2026,105.89,105.89,104.5,104.76,105.77,6115,6.42,20,6111.0,99.93
897GS2030, 27-Aug-2026,112.0,112.0,112.0,112.0,112.02,2000,2.24,8,2000.0,100.0
92GS2030, 27-Aug-2026,115.0,115.0,113.2,113.2,114.99,2723,3.09,9,2723.0,100.0
A2ZINFRA, 27-Aug-2026,16.4,16.7,16.01,16.41,16.0,423268,69.83,602,355365.0,83.96
AAATECH, 27-Aug-2026,91.4,93.37,91.01,92.01,91.49,4547,4.19,130,3103.0,68.24
AADHARHFC, 27-Aug-2026,472.7,472.8,464.05,465.8,470.35,161831,754.02,14683,95107.0,58.77
AAKAAR, 27-Aug-2026,67.95,67.95,67.95,67.95,65.85,1600,1.09,1,1600.0,100.0
AAKASH, 27-Aug-2026,8.73,8.98,8.7,8.75,8.73,21147,1.85,215,16361.0,77.37
AARADHYA, 27-Aug-2026,65.0,65.0,65.0,65.0,65.0,1200,0.78,1,1200.0,100.0
AAREYDRUGS, 27-Aug-2026,83.49,84.78,80.02,84.78,80.75,192944,162.32,571,154988.0,80.33
AARON, 27-Aug-2026,136.08,139.9,134.81,135.71,136.08,10460,14.27,325,5904.0,56.44
AARTIDRUGS, 27-Aug-2026,419.95,423.0,413.9,417.9,418.0,81669,342.01,3674,39586.0,48.47
AARTIIND, 27-Aug-2026,542.95,543.0,534.55,538.9,542.95,531274,2857.36,16577,246617.0,46.42
AARTIPHARM, 27-Aug-2026,836.0,843.0,810.1,813.5,836.65,397741,3261.08,20879,196700.0,49.45
AARVI, 27-Aug-2026,150.59,151.93,144.01,145.07,150.04,11191,16.53,536,6636.0,59.3
AASTHA, 27-Aug-2026,88.37,88.37,88.36,88.36,80.34,2787093,2462.91,3220,1067640.0,38.31
AATMAJ, 27-Aug-2026,18.05,18.5,18.05,18.25,18.55,4000,0.73,2,2000.0,50.0
AAVAS, 27-Aug-2026,1279.4,1293.6,1257.9,1269.4,1285.8,349968,4450.65,41236,222800.0,63.66
ABANSENT, 27-Aug-2026,27.88,29.3,27.11,27.51,27.91,6608,1.85,132,5265.0,79.68
ABB, 27-Aug-2026,7600.0,7693.0,7490.0,7490.0,7609.0,189460,14318.69,21801,97181.0,51.29
ABBOTINDIA, 27-Aug-2026,26680.0,26695.0,26300.0,26350.0,26555.0,4712,1246.58,2279,2651.0,56.26
ABCAPITAL, 27-Aug-2026,410.0,413.1,408.1,410.0,410.0,1578229,6474.91,24311,821122.0,52.03
ABCOTS, 27-Aug-2026,209.9,209.9,203.1,204.5,205.36,7494,15.44,95,7106.0,94.82
ABDL, 27-Aug-2026,619.9,621.2,605.0,607.5,613.7,161808,990.01,7169,72759.0,44.97
ABFRL, 27-Aug-2026,54.53,54.8,53.47,53.64,54.52,3324887,1795.56,19123,1840398.0,55.35
ABGSEC, 27-Aug-2026,115.24,115.24,114.11,114.15,114.75,395,0.45,8,195.0,49.37
ABHAPOWER, 27-Aug-2026,23.8,24.0,23.0,24.0,24.0,19200,4.49,11,16000.0,83.33
ABLBL, 27-Aug-2026,86.04,86.49,85.05,85.22,86.04,297838,254.77,5519,212327.0,71.29
ABMKNO, 27-Aug-2026,187.1,193.0,182.01,187.21,186.39,1079,2.02,43,714.0,66.17
ABREL, 27-Aug-2026,1400.0,1404.9,1380.0,1393.4,1392.3,111296,1548.52,9157,44026.0,39.56
ABSL10BANK, 27-Aug-2026,172.04,172.51,169.24,170.07,171.96,7135,12.17,69,1592.0,22.31
ABSLAMC, 27-Aug-2026,1033.6,1054.9,1029.0,1046.5,1033.5,377907,3937.51,26186,223052.0,59.02
ABSLBANETF, 27-Aug-2026,59.36,59.46,59.0,59.06,59.31,20293,11.99,204,18082.0,89.1
ABSLLIQUID, 27-Aug-2026,1000.0,1000.01,1000.0,1000.0,1000.0,1654,16.54,20,1236.0,74.73
ABSLMSCIN, 27-Aug-2026,29.84,29.98,29.73,29.73,29.98,313,0.09,5,313.0,100.0
ABSLNN50ET, 27-Aug-2026,78.68,78.74,77.49,77.53,78.53,16412,12.81,179,9428.0,57.45
ABSLPSE, 27-Aug-2026,10.2,10.2,10.08,10.11,10.15,140364,14.19,449,130286.0,92.82
