SYMBOL,DELIV_PER
20MICRONS,54.46
21STCENMGM,84.45
360ONE,55.96
3IINFOLTD,80.55
3MINDIA,33.32
3PLAND,48.74
5PAISA,53.89
63MOONS,54.84
AAATECH,52.95
AADHARHFC,54.35
AAREYDRUGS,63.02
AARNAV,86.68
AARON,73.89
AARTECH,86.58
AARTIDRUGS,51.97
AARTIIND,44.88
AARTIPHARM,50.16
AARTISURF,51.17
AARVI,51.41
AAVAS,57.47
ABB,46.06
ABBOTINDIA,39.51
ABCAPITAL,54.3
ABCOTS,57.93
ABDL,52.46
ABFRL,47.23
ABGSEC,65.58
ABINFRA,84.79
ABLBL,58.27
ABREL,37.89
ABSL10BANK,77.64
ABSLAMC,40.14
ABSLBANETF,74.51
ABSLLIQUID,62.02
ABSLMSCIN,57.87
ABSLNN50ET,53.37
ABSLPSE,76.27
ACC,53.16
ACCELYA,64.34
ACCURACY,87.74
ACE,39.24
ACEINTEG,83.05
ACI,41.4
ACL,82.69
ACMESOLAR,37.95
ACUTAAS,32.95
ADANIENSOL,43.81
ADANIENT,33.43
ADANIGREEN,27.45
ADANIPORTS,43.54
ADANIPOWER,35.0
ADFFOODS,65.53
ADL,83.16
ADOR,57.2
ADROITINFO,98.18
ADSL,56.25
ADVAIT,30.56
ADVANCE,56.9
ADVANIHOTR,62.77
ADVENTHTL,72.07
ADVENZYMES,51.57
AEGISLOG,43.78
AEGISVOPAK,44.92
AEPL,89.91
AEQUS,48.3
AEROENTER,52.16
AEROFLEX,17.8
AERONEU,19.94
AETHER,22.21
AFCONS,58.36
AFFLE,30.92
AFFORDABLE,70.78
AFSL,91.19
AGARIND,50.57
AGARWALEYE,46.12
AGI,63.61
AGIIL,21.63
AGRITECH,58.37
AGROPHOS,62.83
AHCL,58.66
AHLADA,65.69
AHLEAST,93.4
AHLUCONT,69.22
AIAENG,49.21
AIIL,31.63
AIRAN,80.46
AIROLAM,64.4
AJANTPHARM,64.78
AJAXENGG,56.34
AJMERA,47.0
AJOONI,64.76
AKASH,68.27
AKG,98.64
AKI,86.27
AKSHAR,91.79
AKSHARCHEM,55.52
AKSHOPTFBR,63.74
AKUMS,54.36
AKZOINDIA,69.48
ALANKIT,70.91
ALBERTDAVD,64.55
ALEMBICLTD,50.93
ALGOQUANT,21.3
ALICON,54.49
ALIVUS,54.43
ALKALI,79.63
ALKEM,54.31
ALKYLAMINE,10.97
ALLCARGO,61.89
ALLDIGI,55.91
ALLTIME,49.99
ALMONDZ,96.48
ALOKINDS,51.1
ALPA,74.88
ALPHA,59.58
ALPHAETF,46.88
ALPHAGEO,35.53
ALPL30IETF,69.31
AMAGI,46.32
AMANTA,65.92
AMBER,27.41
AMBICAAGAR,58.94
AMBIKCO,67.18
AMBUJACEM,36.94
AMDIND,59.84
AMJLAND,75.23
AMNPLST,69.31
AMRUTANJAN,64.62
ANANDRATHI,70.61
ANANTRAJ,32.85
ANDHRAPAP,82.08
ANDHRSUGAR,54.08
ANGELONE,36.01
ANIKINDS,59.45
ANMOL,74.47
ANTELOPUS,43.17
ANTGRAPHIC,77.0
ANTHEM,78.96
ANUHPHR,66.94
ANUP,44.78
ANURAS,66.15
AONEGOLD,58.76
AONELIQUID,70.47
AONENIFTY,61.98
AONESILVER,60.28
AONETMMQ50,59.14
AONETOTAL,51.98
APARINDS,28.48
APCL,60.16
APCOTEXIND,67.11
APEX,18.01
APLAPOLLO,55.11
APLLTD,76.31
APOLLO,41.08
APOLLOHOSP,61.52
APOLLOPIPE,33.6
APOLLOTYRE,43.9
APOLSINHOT,71.37
APTECHT,58.9
APTUS,73.96
AQYLON,100.0
ARCHIDPLY,77.42
ARCHIES,62.02
ARE&M,54.5
ARENTERP,15.01
ARFIN,36.08
ARIES,57.65
ARIHANTCAP,65.01
ARIHANTSUP,10.96
ARIS,32.22
ARKADE,55.96
ARMANFIN,50.77
AROGRANITE,62.64
ARROWGREEN,21.23
ARSSBL,53.36
ARTEMISMED,63.52
ARTNIRMAN,51.34
