SYMBOL,DELIV_PER
20MICRONS,16.18
21STCENMGM,59.11
360ONE,40.41
3BBLACKBIO,57.5
3IINFOLTD,65.67
3MINDIA,50.2
3PLAND,67.66
5PAISA,48.5
63MOONS,48.33
A2ZINFRA,81.67
AAATECH,66.51
AADHARHFC,56.96
AARNAV,76.0
AARON,60.96
AARTECH,59.4
AARTIDRUGS,54.58
AARTIIND,33.18
AARTIPHARM,44.21
AARTISURF,56.78
AARVI,65.69
AAVAS,44.24
ABB,44.87
ABBOTINDIA,49.35
ABCAPITAL,57.4
ABCOTS,36.7
ABDL,49.3
ABFRL,55.72
ABGSEC,86.45
ABINFRA,36.48
ABLBL,54.21
ABMINTLLTD,71.66
ABMKNO,97.58
ABREL,33.31
ABSL10BANK,80.93
ABSLAMC,40.55
ABSLBANETF,66.27
ABSLLIQUID,93.28
ABSLMSCIN,20.44
ABSLNN50ET,89.48
ABSLPSE,78.78
ACC,62.23
ACCELYA,59.92
ACCURACY,76.03
ACE,43.42
ACEINTEG,92.88
ACI,57.85
ACL,60.48
ACMESOLAR,49.14
ACSTECH,66.44
ACUTAAS,51.58
ADANIENSOL,51.84
ADANIENT,16.77
ADANIGREEN,15.2
ADANIPORTS,33.02
ADANIPOWER,23.33
ADFFOODS,46.46
ADL,68.31
ADOR,58.21
ADROITINFO,80.91
ADSL,33.51
ADVAIT,44.12
ADVANCE,44.18
ADVANIHOTR,71.95
ADVENTHTL,55.84
ADVENZYMES,40.04
AEGISLOG,38.21
AEGISVOPAK,39.2
AEPL,84.2
AEQUS,32.24
AEROENTER,26.06
AEROFLEX,32.55
AERONEU,15.72
AETHER,66.1
AFCONS,33.63
AFFLE,48.21
AFSL,89.64
AGARIND,53.92
AGARWALEYE,44.44
AGI,30.52
AGIIL,23.53
AGRITECH,55.86
AGROPHOS,47.2
AHCL,50.55
AHLADA,57.72
AHLEAST,70.39
AHLUCONT,55.39
AIAENG,61.07
AIIL,70.69
AIRAN,72.47
AIROLAM,92.84
AJANTPHARM,46.8
AJAXENGG,39.73
AJMERA,48.69
AJOONI,50.63
AKASH,47.93
AKCAPIT,92.31
AKG,73.84
AKI,65.91
AKSHAR,65.72
AKSHARCHEM,54.66
AKUMS,66.79
ALANKIT,62.71
ALBERTDAVD,60.35
ALEMBICLTD,50.35
ALGOQUANT,14.86
ALICON,51.42
ALIVUS,62.86
ALKALI,43.73
ALKEM,45.61
ALKYLAMINE,25.3
ALLCARGO,44.91
ALLDIGI,68.92
ALLTIME,63.38
ALMONDZ,63.42
ALOKINDS,52.73
ALPA,52.89
ALPHA,53.23
ALPHAETF,62.66
ALPHAGEO,60.52
ALPL30IETF,63.11
AMAGI,37.68
AMANTA,47.93
AMBALALSA,55.49
AMBER,32.7
AMBICAAGAR,91.41
AMBIKCO,46.33
AMBUJACEM,41.14
AMDIND,57.44
AMIRCHAND,54.25
AMJLAND,66.86
AMNPLST,38.45
AMRUTANJAN,51.11
ANANDRATHI,54.09
ANANTRAJ,23.54
ANDHRAPAP,64.92
ANDHRSUGAR,45.9
ANGELONE,19.12
ANMOL,78.78
ANTELOPUS,44.28
ANTGRAPHIC,71.95
ANTHEM,43.79
ANUHPHR,67.52
ANUP,46.67
ANURAS,32.57
AONEGOLD,49.6
AONELIQUID,69.45
AONENIFTY,70.74
AONESILVER,61.58
AONETMMQ50,77.73
AONETOTAL,60.54
APARINDS,31.49
APCL,62.52
APCOTEXIND,45.07
APEX,14.75
APLAPOLLO,53.96
APLLTD,45.18
APOLLO,10.62
APOLLOHOSP,51.19
APOLLOPIPE,56.12
APOLLOTYRE,39.42
APOLSINHOT,79.0
APTECHT,24.96
APTUS,33.16
AQYLON,10.39
ARCHIDPLY,68.6
ARCHIES,75.12
ARE&M,40.39
ARENTERP,87.31
ARFIN,8.45
ARIES,65.82
ARIHANT,49.01
ARIHANTCAP,54.11
ARIHANTSUP,18.41
ARIS,37.66
ARKADE,49.96
ARMANFIN,44.14
