SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026, 17-Jul-2026,104.24,104.24,104.24,104.24,103.28,14,0.01,5,14.0,100.0
20MICRONS, 17-Jul-2026,204.8,207.7,197.8,204.64,205.01,185213,376.15,4264,62705.0,33.86
21STCENMGM, 17-Jul-2026,33.06,33.72,33.06,33.72,33.06,1512,0.51,19,1268.0,83.86
360ONE, 17-Jul-2026,1108.3,1127.8,1085.7,1113.7,1081.3,5362295,59422.6,142531,2209546.0,41.21
3BBLACKBIO, 17-Jul-2026,1269.3,1276.1,1240.0,1250.4,1268.5,18231,228.75,1190,11989.0,65.76
3IINFOLTD, 17-Jul-2026,18.15,18.54,18.07,18.3,18.15,306747,56.19,1104,186812.0,60.9
3MINDIA, 17-Jul-2026,34900.0,35240.0,34710.0,34870.0,35445.0,3002,1049.29,1785,898.0,29.91
3PLAND, 17-Jul-2026,32.5,32.99,31.5,31.93,32.0,3135,1.0,85,2491.0,79.46
574GS2026, 17-Jul-2026,100.47,100.48,100.47,100.48,100.15,994,1.0,2,994.0,100.0
5PAISA, 17-Jul-2026,375.2,381.85,360.5,365.6,385.05,111843,411.7,4431,42754.0,38.23
610GS2031, 17-Jul-2026,99.75,99.75,99.75,99.75,100.0,1,0.0,1,1.0,100.0
636GS2031, 17-Jul-2026,102.0,102.0,102.0,102.0,102.0,960,0.98,6,960.0,100.0
63MOONS, 17-Jul-2026,690.0,729.0,677.0,724.15,693.6,507393,3582.9,19786,173023.0,34.1
648GS2035, 17-Jul-2026,99.5,99.5,99.5,99.5,99.5,4024,4.0,3,4024.0,100.0
667GS2035, 17-Jul-2026,100.0,107.1,98.41,98.62,103.55,1110,1.11,13,105.0,9.46
667GS2050, 17-Jul-2026,93.0,93.0,93.0,93.0,93.0,10,0.01,1,10.0,100.0
668GS2040, 17-Jul-2026,97.0,99.25,97.0,99.25,99.28,1651,1.63,6,1351.0,81.83
675GS2029, 17-Jul-2026,100.95,100.95,99.94,100.0,99.95,298,0.3,3,100.0,33.56
676GS2061, 17-Jul-2026,93.5,93.5,93.2,93.3,93.35,28010,26.13,21,28010.0,100.0
679GS2034, 17-Jul-2026,100.36,101.0,100.36,101.0,101.48,2000,2.01,2,1000.0,50.0
68GS2060, 17-Jul-2026,93.9,93.9,93.9,93.9,91.04,260,0.24,5,260.0,100.0
