SYMBOL,DELIV_PER
20MICRONS,56.83
21STCENMGM,86.4
360ONE,48.74
3BBLACKBIO,70.91
3IINFOLTD,78.74
3MINDIA,53.31
3PLAND,52.66
5PAISA,48.32
63MOONS,33.45
AAATECH,63.12
AADHARHFC,62.76
AARNAV,53.36
AARON,74.45
AARTECH,61.75
AARTIDRUGS,52.39
AARTIIND,45.86
AARTIPHARM,42.2
AARTISURF,57.23
AARVI,67.22
AAVAS,56.45
ABB,34.41
ABBOTINDIA,51.9
ABCAPITAL,27.5
ABCOTS,22.89
ABDL,52.91
ABFRL,45.32
ABINFRA,51.83
ABLBL,50.97
ABMKNO,99.49
ABREL,39.14
ABSL10BANK,99.94
ABSLAMC,46.53
ABSLBANETF,82.59
ABSLLIQUID,81.41
ABSLMSCIN,100.0
ABSLNN50ET,70.45
ABSLPSE,55.01
ACC,41.78
ACCELYA,51.76
ACE,33.68
ACEINTEG,98.35
ACI,36.43
ACL,54.35
ACMESOLAR,54.77
ACSTECH,71.57
ACUTAAS,46.88
ADANIENSOL,29.51
ADANIENT,17.54
ADANIGREEN,19.1
ADANIPORTS,38.87
ADANIPOWER,15.87
ADFFOODS,38.1
ADL,84.97
ADOR,62.07
ADROITINFO,87.9
ADSL,27.14
ADVAIT,54.09
ADVANCE,44.72
ADVANIHOTR,67.84
ADVENTHTL,69.83
ADVENZYMES,37.71
AEGISLOG,31.63
AEGISVOPAK,53.24
AEQUS,27.72
AEROENTER,31.1
AEROFLEX,26.86
AERONEU,6.18
AETHER,45.78
AFCONS,54.66
AFFLE,43.56
AFSL,76.17
AGARIND,56.78
AGARWALEYE,55.36
AGI,28.75
AGIIL,27.03
AGRITECH,51.99
AGROPHOS,52.59
AHCL,42.96
AHLADA,74.82
AHLEAST,80.0
AHLUCONT,47.69
AIAENG,40.49
AIIL,44.58
AIRAN,75.05
AIROLAM,96.57
AJANTPHARM,42.28
AJAXENGG,30.1
AJMERA,37.11
AJOONI,76.33
AKASH,69.92
AKCAPIT,100.0
AKG,54.35
AKI,66.41
AKSHAR,56.08
AKSHARCHEM,73.82
AKUMS,49.48
ALANKIT,74.01
ALBERTDAVD,52.01
ALEMBICLTD,52.68
ALGOQUANT,16.77
ALICON,63.79
ALIVUS,62.12
ALKALI,41.03
ALKEM,39.48
ALKYLAMINE,20.6
ALLCARGO,41.45
ALLDIGI,70.48
ALLTIME,68.63
ALMONDZ,85.82
ALOKINDS,28.82
ALPA,60.27
ALPHA,49.25
ALPHAETF,90.17
ALPHAGEO,73.45
ALPL30IETF,60.46
AMAGI,59.02
AMANTA,47.72
AMBALALSA,54.15
AMBER,21.9
AMBICAAGAR,61.82
AMBIKCO,72.4
AMBUJACEM,38.26
AMDIND,77.53
AMIRCHAND,52.3
AMJLAND,68.3
AMNPLST,20.08
AMRUTANJAN,59.98
ANANDRATHI,57.28
ANANTRAJ,44.43
ANDHRAPAP,57.9
ANDHRSUGAR,45.66
ANGELONE,25.56
ANMOL,42.5
ANTELOPUS,41.43
ANTGRAPHIC,73.69
ANTHEM,53.26
ANUHPHR,71.27
ANUP,58.15
ANURAS,34.85
AONEGOLD,85.2
AONELIQUID,58.39
AONENIFTY,83.05
AONESILVER,49.83
AONETMMQ50,88.23
AONETOTAL,54.08
APARINDS,30.13
APCL,65.77
APCOTEXIND,50.25
APEX,21.15
APLAPOLLO,55.88
APLLTD,15.16
APOLLO,35.67
APOLLOHOSP,64.06
APOLLOPIPE,26.53
APOLLOTYRE,25.07
APOLSINHOT,59.56
APTECHT,51.1
APTUS,63.35
AQYLON,14.93
ARCHIDPLY,55.47
ARCHIES,73.44
ARE&M,44.22
ARENTERP,2.16
ARFIN,17.4
ARIES,51.68
ARIHANT,77.66
ARIHANTCAP,53.76
ARIHANTSUP,16.36
ARIS,47.28
ARKADE,61.29
ARMANFIN,45.5
AROGRANITE,79.32
ARROWGREEN,49.79
ARSSBL,51.79
ARTEMISMED,52.62
ARVEE,99.07
ARVIND,33.59
ARVINDFASN,69.79
ARVSMART,57.08
ASAHIINDIA,43.88
ASAHISONG,71.1
ASAL,66.01
ASALCBR,35.0
ASHAPURMIN,45.93
ASHIANA,45.47
ASHIKA,5.23
ASHIMASYN,68.8
ASHOKA,36.45
ASHOKAMET,73.07
ASHOKLEY,43.82
ASIANENE,40.56
ASIANHOTNR,59.52
ASIANPAINT,52.61
ASIANTILES,59.94
ASKAUTOLTD,35.15
ASMS,51.16
ASPINWALL,57.51
ASTAR,100.0
ASTEC,28.47
ASTERDM,40.84
ASTRAL,39.91
ASTRAMICRO,48.22
ASTRAZEN,58.13
ATALREAL,39.45
ATAM,87.88
ATGL,13.57
ATHERENERG,30.31
ATL,59.81
ATLANTAA,45.66
ATLANTAELE,53.14
ATLASCYCLE,76.37
ATUL,49.39
ATULAUTO,33.17
AUBANK,41.86
AURIGROW,20.75
AURIONPRO,49.66
AUROPHARMA,51.47
AURUM,53.45
AUSOMENT,61.83
AUTOAXLES,49.73
AUTOBEES,37.56
AUTOIETF,91.77
AUTOIND,70.8
AVAILFC,95.33
AVALON,38.14
AVANTEL,49.45
AVANTIFEED,16.93
AVG,72.7
AVL,67.56
AVONMORE,56.95
AVROIND,81.75
AVTNPL,69.88
AWFIS,35.83
AWHCL,42.96
AWL,29.83
AXISBANK,67.38
AXISBNKETF,45.1
AXISCADES,53.05
AXISCETF,35.29
AXISGOLD,73.12
AXISHCETF,62.04
AXISILVER,65.42
AXISNIFTY,47.34
AXISTECETF,63.2
AXISVALUE,60.96
AXITA,34.39
AXSENSEX,76.72
AYE,27.86
AYMSYNTEX,72.44
AZAD,43.84
BAGFILMS,75.2
BAIDFIN,83.46
BAJAJ-AUTO,45.84
BAJAJCON,29.57
BAJAJELEC,33.07
BAJAJFINSV,80.34
BAJAJHCARE,42.17
BAJAJHFL,52.78
BAJAJHIND,30.59
BAJAJHLDNG,37.08
BAJAJINDEF,68.32
BAJAJST,53.03
BAJEL,27.8
BAJFINANCE,47.85
BALAJEE,55.8
BALAJITELE,31.44
BALAMINES,12.18
BALKRISHNA,88.16
BALKRISIND,50.94
BALMLAWRIE,52.06
BALPHARMA,70.3
BALRAMCHIN,30.01
BALUFORGE,48.49
BANARBEADS,39.89
BANARISUG,61.08
BANCOINDIA,34.86
BANDHANBNK,39.59
BANG,24.64
BANK10ADD,99.89
BANKADD,89.06
BANKBARODA,46.65
BANKBEES,48.69
BANKBETA,43.57
BANKBETF,78.91
BANKETF,80.1
BANKIETF,59.06
BANKINDIA,36.61
BANKNIFTY1,73.39
BANKPSU,86.98
BANSALWIRE,40.6
BANSWRAS,66.14
BASF,45.24
BASML,55.59
BATAINDIA,45.41
BATLIBOI,49.5
BAYERCROP,62.44
BBETF0432,96.6
BBL,41.56
BBNPNBETF,84.46
BBNPPGOLD,92.55
BBOX,24.99
BBTC,38.91
BBTCL,89.86
BCLIND,44.31
BCONCEPTS,54.06
BCPL,42.61
BDL,22.29
BEARDSELL,61.29
BECTORFOOD,41.7
BEEKAY,48.5
BEL,50.05
BELLACASA,65.44
BELRISE,48.65
BEML,40.6
BENGALASM,93.55
BEPL,42.0
BERGEPAINT,35.63
BESTAGRO,68.04
BETA,47.38
BFINVEST,66.32
BFSI,49.08
BFUTILITIE,52.17
BHAGCHEM,58.49
BHAGERIA,75.09
BHARATCOAL,16.06
BHARATFORG,50.1
BHARATGEAR,50.59
BHARATRAS,56.76
BHARATSE,28.08
BHARATWIRE,40.72
BHARTIARTL,72.51
BHARTIHEXA,38.91
BHEL,40.37
BI,78.96
BIGBLOC,50.05
BIKAJI,20.26
BIL,79.67
BIMETAL,100.0
BIOCON,40.75
BIOFILCHEM,73.04
BIRLACORPN,40.65
BIRLAMONEY,58.11
BIRLANU,61.83
BIRLAPREC,77.46
BLACKBUCK,62.96
BLACKROSE,42.21
BLAL,35.29
BLIL,72.81
BLISSGVS,47.07
BLKASHYAP,65.08
BLS,49.28
BLSE,52.17
BLUECHIP,100.0
BLUEDART,40.83
BLUEJET,43.13
BLUESTARCO,40.9
BLUESTONE,43.49
BLUSPRING,53.85
BMWVENTLTD,66.25
BNAGROCHEM,75.81
BNALTD,100.0
BODALCHEM,60.95
BOMDYEING,34.29
BONLON,75.26
BORANA,58.07
BOROLTD,53.84
BORORENEW,45.96
BOROSCI,53.23
BOSCH-HCIL,59.3
BOSCHLTD,29.53
BPCL,50.25
BPL,54.4
BRIGADE,38.71
BRIGHOTEL,58.43
BRITANNIA,56.39
BRNL,85.66
BSE,39.11
BSE500IETF,63.23
BSL,72.25
BSLGOLDETF,66.5
BSLNIFTY,51.52
BSLSENETFG,66.72
BSOFT,23.21
BTML,89.04
BTTL,29.59
BUILDPRO,60.65
BUTTERFLY,23.82
BVCL,50.13
CAMLINFINE,30.51
CAMPUS,31.82
CAMS,38.84
CANBK,53.23
CANFINHOME,51.53
CANHLIFE,43.81
CANTABIL,51.29
CAPACITE,57.62
CAPILLARY,26.25
CAPITALSFB,65.83
CAPLIPOINT,25.91
CARBORUNIV,46.97
CARERATING,36.7
CARRARO,50.18
CARTRADE,39.41
CARYSIL,46.81
CASHIETF,96.71
CASTROLIND,53.53
CCAVENUE,54.31
CCCL,58.29
CCHHL,88.65
CCL,47.31
CDSL,41.63
CEATLTD,53.59
CEIGALL,38.38
CEINSYS,49.91
CELEBRITY,59.85
CELLO,50.25
CEMPRO,32.6
CENTENKA,82.68
CENTEXT,59.3
CENTRALBK,49.73
CENTRUM,57.73
CENTUM,41.92
CENTURYPLY,54.9
CERA,34.18
CESC,47.35
CEWATER,51.03
CGCL,34.96
CGPOWER,41.31
CHALET,29.73
CHAMBLFERT,13.26
CHEMCON,64.5
CHEMICAL,70.79
CHEMPLASTS,49.48
CHENNPETRO,31.24
CHEVIOT,76.47
CHOICEGOLD,96.78
CHOICEIN,23.05
CHOLAFIN,43.69
CHOLAHLDNG,51.7
CIEINDIA,51.45
CIFL,52.19
CINELINE,52.51
CINEVISTA,53.53
CIPLA,30.24
CLEAN,48.03
CLEANMAX,47.59
CLSEL,34.57
CMPDI,27.18
CMSINFO,54.37
CNL,46.99
COALINDIA,23.82
COASTCORP,35.82
COCHINSHIP,27.96
COCKERILL,60.65
COFFEEDAY,58.1
COFORGE,50.46
COHANCE,26.2
COLPAL,48.08
COMFINTE,72.46
COMMOIETF,52.9
COMPUSOFT,71.49
COMSYN,83.58
CONCOR,33.56
CONCORDBIO,45.1
CONFIPET,42.5
CONS,84.59
CONSUMBEES,44.93
CONSUMER,74.83
CONSUMIETF,69.44
CONTROLPR,62.3
CORALFINAC,64.83
CORDSCABLE,55.39
COROMANDEL,61.94
CORONA,30.04
COSMOFIRST,59.18
COUNCODOS,47.17
CPEDU,95.98
CPPLUS,35.29
CPSEETF,51.45
CRAFTSMAN,26.87
CRAMC,52.67
CREATIVEYE,87.16
CREDITACC,49.47
CREST,90.31
CRISIL,51.2
CRIZAC,56.37
CROMPTON,30.91
CROWN,43.33
CSBBANK,43.2
CSLFINANCE,78.45
CUB,49.1
CUBEXTUB,33.66
CUMMINSIND,55.0
CUPID,37.35
CYBERTECH,51.62
CYIENT,41.11
CYIENTDLM,49.49
DABUR,41.07
DAICHI,79.4
DALBHARAT,50.8
DALMIASUG,42.7
DAMCAPITAL,43.5
DAMODARIND,82.69
DANGEE,68.52
DATAMATICS,43.46
DATAPATTNS,17.14
DAVANGERE,34.1
DBCORP,29.24
DBEIL,51.46
DBL,32.74
DBREALTY,52.06
DBSTOCKBRO,77.49
DCAL,21.29
DCBBANK,49.93
DCM,51.54
DCMNVL,56.2
DCMSHRIRAM,26.3
DCMSRIND,59.74
DCW,37.63
DCXINDIA,41.42
DDEVPLSTIK,56.92
DECCANCE,46.8
DECNGOLD,48.99
DEEDEV,49.4
DEEPAKFERT,35.34
DEEPAKNTR,34.64
DEEPINDS,46.22
DEFENCE,73.02
DELHIVERY,47.27
DELPHIFX,62.91
DELTACORP,23.63
DELTAMAGNT,47.63
DEN,50.89
DENORA,59.13
DENTA,36.24
DEVIT,58.97
DEVX,66.5
DEVYANI,37.23
DGCONTENT,94.33
DHAMPURSUG,32.59
DHANBANK,54.98
DHANUKA,37.49
DHARMAJ,66.73
DHUNINV,61.98
DIACABS,26.19
DIAMINESQ,54.37
DIAMONDYD,64.04
DICIND,81.76
DIFFNKG,49.12
DIGIDRIVE,65.21
DIGITIDE,50.19
DIGJAMLMTD,62.69
DISAQ,73.33
DIVGIITTS,58.44
DIVIDEND,88.47
DIVISLAB,61.4
DIVOPPBEES,74.48
DIXON,19.75
DLF,42.63
DLINKINDIA,52.44
DMART,43.85
DMCC,41.95
DNAMEDIA,82.18
DODLA,57.79
DOLATALGO,48.62
DOLLAR,42.21
DOLPHIN,81.45
DOMS,18.38
DONEAR,66.63
DPABHUSHAN,63.38
DPSCLTD,49.7
DPWIRES,47.29
DRAGARWQ,80.38
DRCSYSTEMS,73.67
DREAMFOLKS,38.7
DREDGECORP,46.04
DRREDDY,59.71
DSFCL,64.65
DSSL,34.97
DTIL,30.16
DVL,61.01
DWARKESH,44.18
DYCL,59.05
DYNAMATECH,38.8
DYNPRO,65.68
EASEMYTRIP,36.88
EBANKNIFTY,75.1
EBBETF0430,58.5
EBBETF0431,65.91
EBBETF0433,81.11
EBGNG,38.23
ECAPINSURE,79.78
ECLERX,35.76
ECOSMOBLTY,41.14
EDELWEISS,51.88
EFCIL,40.34
EGOLD,71.66
EICHERMOT,36.0
EIDPARRY,54.22
EIEL,38.36
EIFFL,80.84
EIHAHOTELS,63.05
EIHOTEL,48.54
EIMCOELECO,55.24
EKC,49.49
ELANTAS,48.88
ELCIDIN,83.33
ELDEHSG,86.67
ELECON,46.17
ELECTCAST,43.2
ELECTHERM,55.15
ELGIEQUIP,45.3
ELGIRUBCO,41.12
ELIN,57.75
ELIQUID,89.23
ELITECON,36.44
ELLEN,46.18
ELM250,52.98
ELPROINTL,71.11
EMAMILTD,35.81
EMAMIPAP,52.7
EMBDL,53.46
EMCURE,56.14
EMIL,35.55
EMKAY,46.98
EMMBI,60.48
EMMVEE,39.17
EMSLIMITED,41.31
EMUDHRA,50.13
EMULTIMQ,73.01
ENDURANCE,42.87
ENERGY,76.51
ENERGYDEV,68.05
ENGINERSIN,37.66
ENIFTY,98.77
ENIL,77.41
ENRIN,53.98
ENTERO,58.12
EPACK,27.89
EPACKPEB,34.99
EPIGRAL,64.43
EPL,51.61
EQUAL200,51.72
EQUAL50,71.54
EQUAL50ADD,61.65
EQUITASBNK,52.0
ERIS,41.5
ESABINDIA,57.34
ESAFSFB,49.08
ESCORTS,63.86
ESENSEX,99.77
ESG,85.85
ESILVER,27.84
ESSARSHPNG,61.3
ESSENTIA,68.7
ESTER,59.72
ETERNAL,46.1
ETHOSLTD,37.54
EUREKAFORB,45.4
EUROBOND,47.0
EUROPRATIK,15.85
EUROTEXIND,64.74
EVEREADY,48.76
EVERESTIND,28.89
EVIETF,56.47
EVINDIA,61.34
EXCELINDUS,62.08
EXCELSOFT,36.26
EXICOM,36.03
EXIDEIND,50.5
EXPLEOSOL,52.66
EXXARO,82.17
FABTECH,75.62
FACT,21.75
FAIRCHEMOR,62.68
FCL,44.11
FDC,43.33
FEDDERSHOL,34.52
FEDERALBNK,52.9
FEDFINA,51.22
FERMENTA,60.66
FIEMIND,40.95
FILATEX,43.89
FINCABLES,42.88
FINEORG,54.02
FINIETF,58.7
FINKURVE,41.29
FINOPB,45.28
FINPIPE,54.55
FIRSTCRY,44.03
FISCHER,18.58
FIVESTAR,37.95
FLAIR,37.0
FLEXIADD,57.36
FLEXITUFF,51.18
FLUOROCHEM,54.97
FMCGIETF,59.42
FMGOETZE,39.41
FMNL,74.95
FOCUS,43.07
FOODSIN,47.97
FORCEMOT,18.81
FORTIS,50.91
FOSECOIND,34.22
FRACTAL,49.57
FRONTSP,61.52
FSL,23.41
FUSION,58.72
GABRIEL,48.88
GAEL,36.27
GAIL,56.23
GALAPREC,45.51
GALAXYSURF,54.64
GALLANTT,25.2
GANDHAR,50.48
GANDHITUBE,53.98
GANECOS,42.99
GANESHBE,55.32
GANESHCP,65.99
GANESHHOU,43.67
GANGAFORGE,52.97
GANGESSECU,55.26
GARFIBRES,51.59
GARUDA,22.8
GATECH,44.53
GATECHDVR,69.5
GATEWAY,51.22
GAYAHWS,71.87
GCSL,36.07
GEECEE,71.22
GEEKAYWIRE,69.73
GENCON,68.9
GENESYS,48.59
GENUSPAPER,80.84
GENUSPOWER,39.66
GEOJITFSL,47.2
GESHIP,9.21
GFLLIMITED,47.98
GHCL,47.0
GHCLTEXTIL,55.25
GICHSGFIN,59.63
GICL,26.15
GICRE,55.06
GILLANDERS,90.95
GILLETTE,50.96
GILT10BETA,55.44
GILT5BETA,96.03
GILT5YBEES,86.11
GINNIFILA,52.52
GIPCL,51.55
GKENERGY,48.04
GKSL,34.7
GKWLIMITED,87.5
GLAND,62.01
GLAXO,51.92
GLENMARK,39.48
GLOBAL,53.48
GLOBALVECT,61.32
GLOBE,79.31
GLOBUSSPR,53.57
GLOSTERLTD,72.08
GLOTTIS,45.87
GMBREW,46.73
GMDCLTD,19.18
GMMPFAUDLR,47.23
GMRAIRPORT,47.8
GMRP&UI,45.02
GNA,62.39
GNFC,35.96
GNRL,54.94
GOACARBON,34.48
GOCLCORP,54.18
GOCOLORS,49.64
GODAVARIB,45.33
GODFRYPHLP,25.3
GODIGIT,48.8
GODREJAGRO,11.97
GODREJCP,61.0
GODREJIND,22.34
GODREJPROP,37.1
GOKEX,34.3
GOKUL,27.9
GOKULAGRO,44.51
GOLD1,44.51
GOLD360,53.38
GOLDADD,78.52
GOLDBEES,48.33
GOLDBETA,51.88
GOLDBND,83.27
GOLDCASE,37.7
GOLDETF,71.36
GOLDIAM,37.77
GOLDIETF,58.3
GOLDTECH,55.25
GOODLUCK,39.05
GOODYEAR,67.54
GOPAL,35.27
GOYALALUM,62.45
GPIL,38.31
GPPL,61.66
GPTHEALTH,52.88
GPTINFRA,69.77
GRANDOAK,60.19
GRANULES,47.13
GRAPHITE,20.03
GRASIM,63.74
GRAUWEIL,78.27
GRAVISSHO,53.1
GRAVITA,43.43
GREAVESCOT,39.11
GREENLAM,30.9
GREENPANEL,43.73
GREENPLY,43.81
GREENPOWER,32.72
GRINDWELL,60.41
GRINFRA,61.82
GRMOVER,33.06
GROBTEA,72.73
GROWW,34.8
GROWWCAPM,75.77
GROWWCHEM,86.82
GROWWDEFNC,64.29
GROWWEV,61.16
GROWWGOLD,35.04
GROWWHOSPI,64.44
GROWWLIQID,69.15
GROWWLOVOL,67.07
GROWWMC150,60.8
GROWWMETAL,50.07
GROWWMOM50,65.36
GROWWN200,66.22
GROWWNET,71.16
GROWWNIFTY,63.59
GROWWNXT50,58.43
GROWWPOWER,82.73
GROWWPSE,89.15
GROWWPSUBK,96.29
GROWWRAIL,61.49
GROWWRLTY,50.54
GROWWSC250,63.6
GROWWSLVR,38.56
GRPLTD,61.71
GRSE,19.38
GRWRHITECH,39.89
GSEC10IETF,100.0
GSEC10YEAR,78.0
GSEC5IETF,58.08
GSFC,32.83
GSLSU,35.41
GSPCROP,15.15
GTECJAINX,28.12
GTLINFRA,47.27
GTPL,56.09
GUFICBIO,47.28
GUJALKALI,15.63
GUJAPOLLO,59.73
GUJGASLTD,45.63
GUJRAFFIA,61.51
GUJTHEM,40.65
GULFOILLUB,53.54
GULFPETRO,65.16
GULPOLY,39.35
GVPTECH,70.07
GVT&D,47.16
HAL,36.58
HALDER,100.0
HALDYNGL,50.99
HALEOSLABS,59.49
HAPPSTMNDS,27.22
HAPPYFORGE,52.8
HARDWYN,30.83
HARIOMPIPE,42.86
HARRMALAYA,67.53
HARSHA,51.21
HATHWAY,50.34
HATSUN,70.02
HAVELLS,49.06
HAWKINCOOK,93.56
HBESD,48.77
HBLENGINE,43.43
HCC,28.62
HCG,30.62
HCL-INSYS,75.99
HCLTECH,47.2
HDBFS,66.63
HDFCAMC,49.35
HDFCBANK,63.39
HDFCBSE500,61.67
HDFCGOLD,48.91
HDFCGROWTH,58.99
HDFCLIFE,54.4
HDFCLIQUID,56.62
HDFCLOWVOL,71.63
HDFCMID150,69.42
HDFCMOMENT,79.64
HDFCNEXT50,59.75
HDFCNIF100,92.93
HDFCNIFBAN,93.8
HDFCNIFIT,70.09
HDFCNIFTY,55.91
HDFCPSUBK,63.17
HDFCPVTBAN,72.66
HDFCQUAL,55.5
HDFCSENSEX,23.62
HDFCSILVER,46.38
HDFCSML250,47.86
HDFCVALUE,85.47
HEADSUP,86.38
HEALTHADD,80.37
HEALTHCARE,80.74
HEALTHIETF,90.81
HEALTHX,65.39
HEALTHY,84.48
HECPROJECT,35.0
HEG,21.58
HEIDELBERG,60.33
HEMIPROP,44.04
HERANBA,51.49
HERITGFOOD,36.42
HEROMOTOCO,42.27
HESTERBIO,15.7
HEXATRADEX,60.88
HEXT,72.86
HFCL,24.07
HGINFRA,38.53
HGM,51.68
HGS,62.53
HIKAL,49.23
HILTON,64.19
HIMATSEIDE,43.17
HINDALCO,59.37
HINDCOMPOS,52.6
HINDCOPPER,36.15
HINDOILEXP,40.34
HINDPETRO,45.4
HINDUNILVR,50.41
HINDWAREAP,49.01
HINDZINC,42.93
HIRECT,36.07
HISARMETAL,95.14
HITECH,46.12
HITECHCORP,68.05
HLEGLAS,52.96
HLVLTD,76.85
HMAAGRO,67.61
HMVL,68.2
HNDFDS,87.16
HNGSNGBEES,74.2
HOMEFIRST,58.74
HONASA,39.13
HONAUT,54.67
HONDAPOWER,27.56
HPAL,58.28
HPIL,69.08
HPL,40.14
HSBCGOLD,80.17
HSCL,18.54
HTMEDIA,85.95
HUBTOWN,50.3
HUDCO,31.41
HUHTAMAKI,64.61
HYBRIDFIN,35.98
HYUNDAI,35.92
IBULLSLTD,62.4
ICEMAKE,45.2
ICICIAMC,52.12
ICICIB22,44.98
ICICIBANK,65.59
ICICIGI,40.94
ICICIPRULI,44.68
ICIL,50.99
ICRA,45.75
IDBI,44.22
IDEA,22.84
IDEAFORGE,27.38
IDFCFIRSTB,37.42
IDFNIFTYET,49.52
IEX,36.99
IFBAGRO,44.9
IFBIND,54.94
IFCI,31.54
IFGLEXPOR,63.87
IGARASHI,50.92
IGCL,66.47
IGIL,46.75
IGL,41.4
IGPL,62.23
IIFL,51.2
IIFLCAPS,67.55
IITL,8.33
IKIO,53.33
IKS,42.6
IMAGICAA,44.07
IMFA,36.5
IMPAL,77.72
INA,58.33
INCREDIBLE,32.19
INDBANK,69.8
INDGN,50.58
INDHOTEL,47.85
INDIACEM,40.03
INDIAGLYCO,47.23
INDIAMART,67.2
INDIANB,48.5
INDIANCARD,73.61
INDIANHUME,43.84
INDIASHLTR,72.84
INDIGO,40.49
INDIGOPNTS,54.32
INDIQUBE,52.81
INDNIPPON,65.34
INDOAMIN,35.13
INDOBORAX,55.7
INDOCO,55.92
INDOFARM,46.0
INDORAMA,50.98
INDOSTAR,55.88
INDOTECH,41.08
INDOTHAI,37.02
INDOUS,55.5
INDPRUD,100.0
INDRAMEDCO,55.1
INDSWFTLAB,48.86
INDTERRAIN,79.86
