SYMBOL,DELIV_PER
20MICRONS,26.58
21STCENMGM,95.09
360ONE,70.85
3BBLACKBIO,65.12
3IINFOLTD,71.99
3MINDIA,42.66
3PLAND,83.18
5PAISA,55.27
63MOONS,45.78
A2ZINFRA,56.69
AAATECH,65.88
AADHARHFC,64.73
AARNAV,90.58
AARON,62.54
AARTECH,30.7
AARTIDRUGS,42.77
AARTIIND,42.68
AARTIPHARM,45.3
AARTISURF,65.1
AARVI,59.38
AAVAS,77.07
ABB,48.29
ABBOTINDIA,42.06
ABCAPITAL,32.45
ABCOTS,44.92
ABDL,50.55
ABFRL,52.69
ABGSEC,100.0
ABINFRA,44.1
ABLBL,86.9
ABMKNO,99.43
ABREL,39.55
ABSL10BANK,67.73
ABSLAMC,50.29
ABSLBANETF,84.21
ABSLLIQUID,61.55
ABSLMSCIN,57.72
ABSLNN50ET,87.31
ABSLPSE,67.53
ACC,67.91
ACCELYA,65.13
ACCURACY,64.88
ACE,37.07
ACEINTEG,81.78
ACI,40.53
ACL,83.45
ACMESOLAR,32.94
ACSTECH,72.28
ACUTAAS,33.29
ADANIENSOL,29.76
ADANIENT,27.79
ADANIGREEN,26.74
ADANIPORTS,39.22
ADANIPOWER,27.41
ADFFOODS,44.1
ADL,61.67
ADOR,53.18
ADROITINFO,94.48
ADSL,42.33
ADVAIT,32.31
ADVANCE,63.24
ADVANIHOTR,38.97
ADVENTHTL,53.95
ADVENZYMES,49.91
AEGISLOG,30.8
AEGISVOPAK,41.72
AEPL,59.49
AEQUS,25.43
AEROENTER,47.45
AEROFLEX,38.5
AERONEU,12.86
AETHER,57.05
AFCONS,46.58
AFFLE,44.96
AFSL,56.39
AGARIND,8.76
AGARWALEYE,71.4
AGI,52.74
AGIIL,25.85
AGRITECH,28.07
AGROPHOS,55.86
AHCL,42.43
AHLADA,60.38
AHLEAST,73.85
AHLUCONT,62.67
AIAENG,41.64
AIIL,42.61
AIRAN,67.33
AIROLAM,84.24
AJANTPHARM,54.86
AJAXENGG,55.88
AJMERA,41.06
AJOONI,58.24
AKASH,90.57
AKCAPIT,89.11
AKG,87.02
AKI,55.8
AKSHAR,66.68
AKSHARCHEM,25.81
AKUMS,54.44
ALANKIT,77.36
ALBERTDAVD,84.48
ALEMBICLTD,41.48
ALGOQUANT,7.42
ALICON,55.45
ALIVUS,53.5
ALKEM,50.0
ALKYLAMINE,27.96
ALLCARGO,53.29
ALLDIGI,61.03
ALLTIME,47.8
ALMONDZ,71.37
ALOKINDS,47.58
ALPA,54.28
ALPHA,79.56
ALPHAETF,53.99
ALPHAGEO,57.03
ALPL30IETF,61.18
AMAGI,54.6
AMANTA,50.33
AMBALALSA,59.33
AMBER,39.5
AMBICAAGAR,89.18
AMBIKCO,60.53
AMBUJACEM,62.2
AMDIND,56.26
AMIRCHAND,50.37
AMJLAND,80.38
AMNPLST,60.63
AMRUTANJAN,69.1
ANANDRATHI,53.32
ANANTRAJ,35.75
ANDHRAPAP,67.44
ANDHRSUGAR,50.9
ANGELONE,25.8
ANMOL,84.16
ANTELOPUS,46.14
ANTGRAPHIC,92.47
ANTHEM,68.66
ANUHPHR,79.63
ANUP,40.51
ANURAS,39.37
AONEGOLD,51.69
AONELIQUID,95.51
AONENIFTY,75.16
AONESILVER,60.02
AONETMMQ50,94.13
AONETOTAL,56.02
APARINDS,31.75
APCL,61.6
APCOTEXIND,38.59
APEX,34.25
APLAPOLLO,55.08
APLLTD,28.92
APOLLO,12.05
APOLLOHOSP,44.06
APOLLOPIPE,29.79
APOLLOTYRE,48.19
APOLSINHOT,88.48
APTECHT,28.27
APTUS,49.43
AQYLON,42.72
ARCHIDPLY,73.34
ARCHIES,91.62
ARE&M,44.51
ARENTERP,91.48
ARFIN,4.27
ARIES,59.62
ARIHANT,53.1
ARIHANTCAP,54.67
ARIHANTSUP,57.1
ARIS,56.66
ARKADE,48.37
ARMANFIN,44.22
AROGRANITE,100.0
ARROWGREEN,37.73
ARSSBL,48.12
ARTEMISMED,54.44
ARVEE,38.55
ARVIND,34.06
ARVINDFASN,70.39
ARVSMART,47.85
ASAHIINDIA,43.04
ASAHISONG,49.43
ASAL,52.59
ASALCBR,55.58
ASHAPURMIN,43.83
ASHIANA,45.32
ASHIKA,7.57
ASHIMASYN,88.71
ASHOKA,46.81
ASHOKAMET,60.46
ASHOKLEY,41.39
ASIANENE,41.93
ASIANHOTNR,53.54
ASIANPAINT,61.95
ASIANTILES,43.91
ASKAUTOLTD,55.25
ASMS,44.63
ASPINWALL,98.08
ASTAR,80.52
ASTEC,28.89
ASTERDM,47.78
ASTRAL,52.71
ASTRAMICRO,27.55
ASTRAZEN,55.22
ATALREAL,19.1
ATAM,50.52
ATGL,20.48
ATHERENERG,28.85
ATL,54.33
ATLANTAA,58.58
ATLASCYCLE,66.86
ATUL,42.41
ATULAUTO,29.76
AUBANK,45.44
AURIGROW,37.68
AURIONPRO,69.8
AUROPHARMA,24.27
AURUM,59.49
AUTOAXLES,71.4
AUTOBEES,40.67
AUTOIETF,51.31
AVALON,36.58
AVANTEL,49.34
AVANTIFEED,36.83
AVG,71.71
AVL,38.77
AVONMORE,80.81
AVROIND,74.84
AVTNPL,52.74
AWFIS,36.0
AWHCL,39.59
AWL,45.73
AXISBANK,59.21
AXISBNKETF,98.19
AXISCADES,49.36
AXISCETF,50.27
