SYMBOL,DELIV_PER
20MICRONS,48.93
21STCENMGM,72.18
360ONE,49.94
3BBLACKBIO,69.26
3IINFOLTD,53.19
3MINDIA,37.74
3PLAND,75.27
5PAISA,37.61
63MOONS,45.18
AAATECH,61.55
AADHARHFC,55.33
AARNAV,6.34
AARON,55.87
AARTECH,65.32
AARTIDRUGS,41.91
AARTIIND,41.49
AARTIPHARM,36.8
AARTISURF,49.47
AARVI,64.1
AAVAS,49.93
ABANSENT,88.54
ABB,44.31
ABBOTINDIA,60.2
ABCAPITAL,24.05
ABCOTS,56.09
ABDL,63.82
ABFRL,35.62
ABGSEC,96.95
ABINFRA,58.92
ABLBL,70.08
ABMKNO,99.36
ABREL,57.12
ABSL10BANK,93.11
ABSLAMC,47.99
ABSLBANETF,80.12
ABSLLIQUID,57.9
ABSLMSCIN,98.47
ABSLNN50ET,60.16
ABSLPSE,58.78
ACC,34.6
ACCELYA,64.48
ACE,42.9
ACEINTEG,55.94
ACI,44.26
ACL,57.42
ACMESOLAR,48.43
ACSTECH,81.29
ACUTAAS,40.2
ADANIENSOL,33.6
ADANIENT,29.93
ADANIGREEN,26.79
ADANIPORTS,30.91
ADANIPOWER,22.13
ADFFOODS,46.82
ADL,99.17
ADOR,47.79
ADROITINFO,72.19
ADSL,47.19
ADVAIT,50.56
ADVANCE,44.33
ADVANIHOTR,73.88
ADVENTHTL,32.66
ADVENZYMES,56.3
AEGISLOG,50.08
AEGISVOPAK,47.86
AEQUS,34.86
AEROENTER,42.66
AEROFLEX,37.26
AERONEU,9.82
AETHER,35.27
AFCONS,33.63
AFFLE,56.15
AFSL,49.35
AGARIND,47.63
AGARWALEYE,53.41
AGI,33.74
AGIIL,8.26
AGRITECH,85.78
AGROPHOS,61.67
AHCL,47.47
AHLADA,75.78
AHLEAST,35.35
AHLUCONT,56.76
AIAENG,42.29
AIIL,40.02
AIRAN,73.76
AIROLAM,88.54
AJANTPHARM,47.28
AJAXENGG,52.57
AJMERA,47.12
AJOONI,77.42
AKASH,70.2
AKCAPIT,87.9
AKG,95.09
AKI,52.82
AKSHAR,62.62
AKSHARCHEM,62.37
AKUMS,51.93
ALANKIT,71.51
ALBERTDAVD,80.57
ALEMBICLTD,57.99
ALGOQUANT,17.15
ALICON,45.24
ALIVUS,49.68
ALKALI,54.7
ALKEM,46.98
ALKYLAMINE,34.08
ALLCARGO,45.23
ALLDIGI,67.01
ALLTIME,59.94
ALMONDZ,84.48
ALOKINDS,39.32
ALPA,61.31
ALPHA,58.88
ALPHAETF,45.57
ALPHAGEO,57.03
ALPL30IETF,52.27
AMAGI,42.98
AMANTA,57.25
AMBALALSA,47.95
AMBER,49.56
AMBICAAGAR,86.42
AMBIKCO,46.21
AMBUJACEM,21.47
AMDIND,59.99
AMIRCHAND,54.37
