SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026, 31-Aug-2026,102.37,104.5,102.37,104.5,105.0,81,0.08,4,79.0,97.53
20MICRONS, 31-Aug-2026,221.01,227.33,216.5,218.03,222.0,172302,381.19,5154,70786.0,41.08
21STCENMGM, 31-Aug-2026,40.35,41.84,40.34,40.34,41.16,2905,1.17,28,2902.0,99.9
360ONE, 31-Aug-2026,1199.6,1199.6,1149.3,1175.0,1200.0,1412706,16565.58,52727,752416.0,53.26
3BBLACKBIO, 31-Aug-2026,1458.1,1510.0,1430.0,1447.8,1441.2,33118,489.56,2768,21004.0,63.42
3MINDIA, 31-Aug-2026,34415.0,34415.0,33125.0,33320.0,34415.0,7423,2483.98,4147,4323.0,58.24
3PLAND, 31-Aug-2026,31.74,32.25,31.4,31.49,31.74,7601,2.41,72,6986.0,91.91
574GS2026, 31-Aug-2026,101.03,101.03,101.03,101.03,101.9,1,0.0,1,1.0,100.0
585GS2030, 31-Aug-2026,94.09,94.09,94.09,94.09,96.51,11,0.01,1,11.0,100.0
591GS2028, 31-Aug-2026,100.55,100.55,99.5,99.5,99.7,810,0.81,6,600.0,74.07
5PAISA, 31-Aug-2026,367.5,370.75,355.0,356.6,368.35,68919,250.64,2663,42994.0,62.38
601GS2028, 31-Aug-2026,102.35,102.35,102.35,102.35,101.6,800,0.82,1,800.0,100.0
601GS2030, 31-Aug-2026,98.2,98.2,98.2,98.2,98.0,700,0.69,2,700.0,100.0
603GS2029, 31-Aug-2026,98.8,99.5,98.4,99.0,99.22,1600,1.59,4,800.0,50.0
610GS2031, 31-Aug-2026,99.99,99.99,99.99,99.99,99.99,1,0.0,1,1.0,100.0
620GS2029, 31-Aug-2026,99.5,99.75,99.5,99.75,99.86,10200,10.16,5,10200.0,100.0
63MOONS, 31-Aug-2026,776.4,788.05,762.95,778.85,776.4,127074,984.9,6551,51867.0,40.82
648GS2035, 31-Aug-2026,99.7,100.0,99.7,100.0,100.98,1605,1.6,7,1605.0,100.0
654GS2032, 31-Aug-2026,99.95,100.0,99.95,99.99,99.45,50000,50.0,5,50000.0,100.0
667GS2050, 31-Aug-2026,92.7,92.7,92.55,92.55,92.52,13,0.01,6,13.0,100.0
668GS2033, 31-Aug-2026,98.93,99.2,98.93,99.2,100.0,200,0.2,2,100.0,50.0
668GS2040, 31-Aug-2026,97.99,98.0,97.89,98.0,98.0,165336,162.03,12,165336.0,100.0
676GS2061, 31-Aug-2026,91.5,91.5,90.25,90.6,90.79,60000,54.31,75,60000.0,100.0
679GS2031, 31-Aug-2026,101.0,101.0,101.0,101.0,102.5,70,0.07,2,70.0,100.0
68GS2060, 31-Aug-2026,90.7,91.25,90.25,91.2,92.81,4182,3.8,10,2216.0,52.99
690GS2065, 31-Aug-2026,94.38,94.38,93.69,93.69,94.37,28160,26.46,26,28104.0,99.8
694GS2036, 31-Aug-2026,102.51,102.51,102.51,102.51,102.51,1000,1.03,1,1000.0,100.0
699GS2051, 31-Aug-2026,96.0,96.0,94.6,94.6,97.5,10959,10.51,2,10959.0,100.0
702GS2027, 31-Aug-2026,102.0,102.0,101.91,101.91,102.15,201,0.2,4,200.0,99.5
702GS2031, 31-Aug-2026,103.04,103.04,102.0,102.39,102.0,5150,5.28,8,5150.0,100.0
704GS2029, 31-Aug-2026,102.25,102.25,102.25,102.25,102.26,100,0.1,1,100.0,100.0
706GS2028, 31-Aug-2026,104.1,104.1,103.85,103.85,103.8,3400,3.54,2,3400.0,100.0
706GS2041, 31-Aug-2026,100.05,100.05,100.0,100.0,100.5,710,0.71,5,710.0,100.0
709GS2054, 31-Aug-2026,96.49,96.49,95.42,95.8,95.38,12520,12.06,11,11320.0,90.42
709GS2074, 31-Aug-2026,96.3,96.3,95.2,95.44,95.53,78614,74.98,58,68503.0,87.14
718GS2037, 31-Aug-2026,103.0,103.92,102.49,102.99,103.96,37485,38.61,23,37427.0,99.85
71GS2034, 31-Aug-2026,103.89,103.9,103.89,103.89,105.07,3000,3.12,5,3000.0,100.0
724GS2055, 31-Aug-2026,97.7,97.84,97.23,97.3,97.8,97594,95.07,87,96943.0,99.33
725GS2063, 31-Aug-2026,97.6,97.6,97.2,97.23,97.58,203539,198.32,151,203439.0,99.95
726GS2032, 31-Aug-2026,103.2,103.2,103.0,103.0,103.5,4100,4.22,2,4100.0,100.0
726GS2033, 31-Aug-2026,103.5,104.0,103.5,104.0,103.5,500,0.52,3,500.0,100.0
732GS2030, 31-Aug-2026,103.75,103.75,103.75,103.75,103.95,500,0.52,2,500.0,100.0
733GS2026, 31-Aug-2026,101.47,102.11,101.47,102.11,102.49,1699,1.73,4,1699.0,100.0
734GS2064, 31-Aug-2026,99.93,99.93,99.61,99.61,99.79,54471,54.34,58,53901.0,98.95
737GS2028, 31-Aug-2026,104.23,106.58,104.23,106.58,106.78,2909,3.1,15,2809.0,96.56
738GS2027, 31-Aug-2026,102.25,102.49,102.25,102.31,102.51,7208,7.37,6,7208.0,100.0
73GS2053, 31-Aug-2026,99.5,99.5,99.06,99.1,99.6,15305,15.2,15,15205.0,99.35
741GS2036, 31-Aug-2026,105.75,106.0,105.2,105.2,105.8,11701,12.35,15,11501.0,98.29
743GS2076, 31-Aug-2026,99.74,99.9,99.41,99.42,99.74,110049,109.59,192,109047.0,99.09
746GS2073, 31-Aug-2026,101.5,101.5,100.1,101.34,101.5,8217,8.3,23,7871.0,95.79
74GS2062, 31-Aug-2026,103.95,103.95,103.95,103.95,101.9,11,0.01,1,11.0,100.0
750GS2056, 31-Aug-2026,101.2,101.2,100.19,100.5,101.2,1218,1.22,10,1218.0,100.0
754GS2036, 31-Aug-2026,106.77,106.77,106.11,106.25,106.85,609079,648.0,270,561489.0,92.19
771GS2066, 31-Aug-2026,104.71,104.71,103.98,103.99,104.6,136833,142.65,48,108016.0,78.94
824GS2027, 31-Aug-2026,103.0,103.0,103.0,103.0,103.2,335,0.35,4,335.0,100.0
828GS2032, 31-Aug-2026,107.87,107.97,107.87,107.97,107.0,1200,1.29,3,1200.0,100.0
897GS2030, 31-Aug-2026,112.0,112.0,112.0,112.0,114.0,1000,1.12,1,1000.0,100.0
92GS2030, 31-Aug-2026,113.55,115.5,113.55,114.42,114.83,8446,9.71,19,8445.0,99.99
A2ZINFRA, 31-Aug-2026,17.0,17.0,16.41,16.75,16.63,242582,40.93,543,202038.0,83.29
AAATECH, 31-Aug-2026,94.02,96.59,94.02,94.79,95.03,9982,9.51,394,6331.0,63.42
AADHARHFC, 31-Aug-2026,471.1,471.1,462.8,468.1,471.1,213894,999.01,16699,101586.0,47.49
AAKAAR, 31-Aug-2026,63.0,66.0,63.0,66.0,64.6,12800,8.25,8,12800.0,100.0
AAKASH, 31-Aug-2026,8.61,8.87,8.56,8.64,8.73,60911,5.3,353,45368.0,74.48
AARADHYA, 31-Aug-2026,66.0,78.0,66.0,78.0,65.0,15600,11.58,12,15600.0,100.0
AAREYDRUGS, 31-Aug-2026,90.0,91.0,86.67,88.21,89.01,102279,90.72,1109,67151.0,65.65
AARON, 31-Aug-2026,132.0,134.6,129.66,130.1,134.94,10274,13.48,510,5886.0,57.29
AARTIDRUGS, 31-Aug-2026,423.0,423.0,409.95,411.7,418.55,59488,246.17,2851,32709.0,54.98
AARTIIND, 31-Aug-2026,540.6,540.6,522.0,524.4,540.35,635813,3378.64,23637,328082.0,51.6
AARTIPHARM, 31-Aug-2026,839.9,864.9,829.0,845.4,840.7,522950,4436.19,26610,228891.0,43.77
AARVI, 31-Aug-2026,144.69,146.0,141.5,142.39,142.25,7731,11.05,392,4218.0,54.56
AASTHA, 31-Aug-2026,81.05,85.26,81.05,83.61,79.61,2089353,1735.46,7653,322987.0,15.46
AAVAS, 31-Aug-2026,1277.1,1322.7,1254.4,1261.2,1275.5,242642,3110.26,32987,76019.0,31.33
ABANSENT, 31-Aug-2026,27.15,27.95,26.81,27.44,27.99,4492,1.24,79,3425.0,76.25
ABB, 31-Aug-2026,7488.0,7638.5,7306.0,7638.5,7509.0,227223,16930.79,25514,124089.0,54.61
ABBOTINDIA, 31-Aug-2026,26300.0,26300.0,25800.0,25850.0,26175.0,6684,1739.72,4628,3805.0,56.93
ABCAPITAL, 31-Aug-2026,404.8,409.4,397.95,409.4,405.55,5834090,23700.48,27792,3419601.0,58.61
ABCOTS, 31-Aug-2026,208.9,220.9,205.01,214.72,203.7,37858,81.57,1191,20116.0,53.14
ABDL, 31-Aug-2026,610.0,622.25,600.25,618.4,610.0,289013,1773.06,10806,164881.0,57.05
ABFRL, 31-Aug-2026,52.74,53.19,51.65,52.1,52.49,5405597,2836.7,20632,2306174.0,42.66
ABGSEC, 31-Aug-2026,115.0,115.01,113.76,115.01,115.28,407,0.47,8,85.0,20.88
ABHAPOWER, 31-Aug-2026,24.6,24.6,24.6,24.6,24.5,1600,0.39,1,1600.0,100.0
ABLBL, 31-Aug-2026,84.6,87.0,84.0,86.71,84.6,1171891,1005.01,10148,624192.0,53.26
ABMKNO, 31-Aug-2026,188.25,194.0,185.02,190.19,193.39,197,0.37,31,150.0,76.14
