SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026, 21-Jul-2026,103.5,104.29,103.5,104.0,103.52,918,0.95,7,918.0,100.0
20MICRONS, 21-Jul-2026,205.17,213.0,203.36,211.01,206.27,311441,653.15,6671,140643.0,45.16
21STCENMGM, 21-Jul-2026,34.52,35.06,33.8,34.99,34.38,1673,0.58,31,1380.0,82.49
360ONE, 21-Jul-2026,1126.0,1134.6,1112.7,1119.7,1126.5,711700,7991.8,46188,422672.0,59.39
3BBLACKBIO, 21-Jul-2026,1273.9,1290.0,1224.0,1272.1,1267.4,11615,145.52,1388,6959.0,59.91
3IINFOLTD, 21-Jul-2026,18.94,19.35,18.53,19.12,18.72,787102,148.82,1722,560594.0,71.22
3MINDIA, 21-Jul-2026,35240.0,35490.0,34865.0,35170.0,35240.0,2543,894.34,1634,1026.0,40.35
3PLAND, 21-Jul-2026,31.77,33.0,31.75,32.07,31.71,9108,2.96,127,6612.0,72.6
591GS2028, 21-Jul-2026,99.0,99.0,99.0,99.0,100.0,100,0.1,1,100.0,100.0
5PAISA, 21-Jul-2026,381.8,385.0,371.0,377.45,377.8,54585,206.05,2322,26776.0,49.05
601GS2030, 21-Jul-2026,99.0,99.0,99.0,99.0,101.4,897,0.89,3,897.0,100.0
603GS2029, 21-Jul-2026,100.56,101.6,100.56,101.0,101.6,500,0.5,5,300.0,60.0
610GS2031, 21-Jul-2026,100.25,100.25,100.25,100.25,99.75,1,0.0,1,1.0,100.0
628GS2032, 21-Jul-2026,98.0,98.0,98.0,98.0,97.02,2600,2.55,1,2600.0,100.0
633GS2035, 21-Jul-2026,97.5,97.5,97.5,97.5,97.0,2000,1.95,2,2000.0,100.0
636GS2031, 21-Jul-2026,100.4,102.0,100.16,102.0,100.4,1140,1.15,6,1040.0,91.23
63MOONS, 21-Jul-2026,725.9,742.9,722.1,734.9,728.6,183450,1350.18,7057,92305.0,50.32
645GS2029, 21-Jul-2026,100.26,100.26,100.26,100.26,100.25,100,0.1,1,100.0,100.0
648GS2035, 21-Jul-2026,99.1,99.35,99.1,99.11,99.5,1334,1.32,2,1334.0,100.0
654GS2032, 21-Jul-2026,100.0,100.0,99.5,99.56,102.69,5000,4.98,3,5000.0,100.0
664GS2035, 21-Jul-2026,99.2,99.2,99.2,99.2,97.7,1,0.0,1,1.0,100.0
667GS2035, 21-Jul-2026,103.42,103.42,100.0,100.0,98.5,1000,1.0,7,1000.0,100.0
667GS2050, 21-Jul-2026,94.0,94.0,94.0,94.0,94.0,140,0.13,1,140.0,100.0
668GS2033, 21-Jul-2026,102.0,102.0,101.8,102.0,102.0,300,0.31,3,200.0,66.67
668GS2040, 21-Jul-2026,99.15,99.15,97.5,98.65,99.15,21755,21.31,12,21605.0,99.31
676GS2061, 21-Jul-2026,93.49,93.49,93.4,93.43,93.34,6906,6.45,13,6905.0,99.99
679GS2034, 21-Jul-2026,100.55,100.55,100.55,100.55,100.55,100,0.1,1,100.0,100.0
68GS2060, 21-Jul-2026,94.95,94.95,93.9,93.9,93.83,24,0.02,19,24.0,100.0
690GS2065, 21-Jul-2026,94.49,94.49,93.41,93.89,93.27,1509,1.41,17,1508.0,99.93
694GS2036, 21-Jul-2026,101.85,102.0,101.85,102.0,101.85,3086,3.15,2,3086.0,100.0
695GS2061, 21-Jul-2026,95.0,95.0,95.0,95.0,94.5,2,0.0,2,1.0,50.0
697GR2034, 21-Jul-2026,101.5,101.85,101.5,101.74,101.85,596,0.61,3,596.0,100.0
698GR2054, 21-Jul-2026,96.0,96.0,96.0,96.0,96.0,10,0.01,1,10.0,100.0
699GS2051, 21-Jul-2026,97.9,97.9,97.85,97.85,96.5,601,0.59,2,601.0,100.0
706GS2028, 21-Jul-2026,102.57,102.57,102.57,102.57,103.48,1400,1.44,1,1400.0,100.0
706GS2046, 21-Jul-2026,106.0,106.0,106.0,106.0,105.0,1,0.0,1,1.0,100.0
709GS2054, 21-Jul-2026,100.0,100.0,99.5,99.59,99.7,17126,17.06,15,17126.0,100.0
709GS2074, 21-Jul-2026,95.3,95.3,95.0,95.02,95.26,1489,1.42,9,1485.0,99.73
710GS2029, 21-Jul-2026,103.2,103.2,103.2,103.2,103.56,491,0.51,2,491.0,100.0
717GS2030, 21-Jul-2026,104.4,104.4,103.3,104.4,103.25,4600,4.8,7,4200.0,91.3
718GS2037, 21-Jul-2026,105.9,105.9,105.41,105.59,105.9,22950,24.24,8,22700.0,98.91
719GS2060, 21-Jul-2026,99.95,99.95,99.95,99.95,98.0,1,0.0,1,1.0,100.0
724GS2055, 21-Jul-2026,101.88,101.88,100.6,101.03,100.71,3136,3.18,25,2712.0,86.48
725GS2063, 21-Jul-2026,97.95,97.97,97.61,97.74,97.86,148206,144.98,87,145913.0,98.45
726GS2032, 21-Jul-2026,106.45,106.45,105.25,105.25,105.75,1789,1.88,2,1788.0,99.94
726GS2033, 21-Jul-2026,106.38,106.38,106.0,106.0,106.3,14187,15.09,6,14187.0,100.0
734GS2064, 21-Jul-2026,100.0,100.0,99.86,99.89,99.79,29678,29.65,18,29678.0,100.0
736GS2052, 21-Jul-2026,102.0,102.0,102.0,102.0,101.05,100,0.1,1,100.0,100.0
737GS2028, 21-Jul-2026,105.0,107.5,105.0,105.0,104.42,9415,9.98,13,8500.0,90.28
738GS2027, 21-Jul-2026,103.0,103.0,101.6,101.98,101.75,40720,41.48,20,30266.0,74.33
73GS2053, 21-Jul-2026,100.15,100.15,99.7,100.0,99.9,4650,4.65,6,4650.0,100.0
741GS2036, 21-Jul-2026,104.71,104.71,104.12,104.59,104.7,20000,20.92,24,17400.0,87.0
743GS2076, 21-Jul-2026,101.5,101.5,100.0,100.0,100.5,31176,31.19,23,31176.0,100.0
746GS2073, 21-Jul-2026,101.7,101.7,101.7,101.7,101.7,19,0.02,1,19.0,100.0
74GS2062, 21-Jul-2026,101.99,101.99,101.5,101.5,100.53,1021,1.04,5,1021.0,100.0
754GS2036, 21-Jul-2026,106.6,106.6,106.25,106.38,106.3,679145,722.61,223,659439.0,97.1
769GS2043, 21-Jul-2026,105.4,105.4,105.4,105.4,105.4,103,0.11,2,103.0,100.0
771GS2066, 21-Jul-2026,105.5,105.5,104.25,104.68,104.89,7680,8.04,30,4130.0,53.78
772GS2049, 21-Jul-2026,111.0,111.0,111.0,111.0,106.5,1,0.0,1,1.0,100.0
824GS2027, 21-Jul-2026,103.81,105.35,103.81,105.34,105.29,147,0.15,5,146.0,99.32
897GS2030, 21-Jul-2026,111.0,111.0,110.0,110.04,110.31,1483,1.64,10,1483.0,100.0
92GS2030, 21-Jul-2026,114.0,114.94,114.0,114.93,114.16,9031,10.38,21,9031.0,100.0
A2ZINFRA, 21-Jul-2026,12.5,13.07,12.5,12.98,12.58,101837,13.13,544,75850.0,74.48
AAATECH, 21-Jul-2026,93.41,94.0,91.02,91.16,92.68,4778,4.42,271,2951.0,61.76
AADHARHFC, 21-Jul-2026,510.4,517.35,505.6,513.5,510.55,320557,1645.04,31084,176267.0,54.99
AAKAAR, 21-Jul-2026,72.35,72.35,72.35,72.35,69.0,1600,1.16,1,1600.0,100.0
AAKASH, 21-Jul-2026,9.1,9.1,8.96,8.98,8.98,27055,2.44,165,17557.0,64.89
AARADHYA, 21-Jul-2026,75.1,75.1,75.05,75.05,75.0,2400,1.8,2,2400.0,100.0
AARNAV, 21-Jul-2026,31.2,31.2,29.22,30.73,31.52,102306,31.1,1447,44947.0,43.93
AARON, 21-Jul-2026,115.98,123.6,115.81,119.95,115.98,27483,33.08,438,16737.0,60.9
AARTIDRUGS, 21-Jul-2026,418.0,428.9,416.75,426.9,418.0,149206,633.69,4877,85926.0,57.59
AARTIIND, 21-Jul-2026,495.0,502.25,493.45,499.5,495.4,542479,2699.91,16764,242475.0,44.7
AARTIPHARM, 21-Jul-2026,697.85,707.8,695.8,702.35,697.95,82742,580.54,8107,35783.0,43.25
AARTISURF, 21-Jul-2026,398.0,403.0,387.0,399.05,391.75,11790,46.64,696,7274.0,61.7
AARVI, 21-Jul-2026,159.95,163.0,154.26,161.27,156.5,81768,131.12,2680,40138.0,49.09
