SYMBOL,DELIV_PER
20MICRONS,55.8
21STCENMGM,92.79
360ONE,68.22
3BBLACKBIO,78.61
3IINFOLTD,56.28
3MINDIA,47.97
3PLAND,73.31
5PAISA,46.59
63MOONS,42.25
AAATECH,65.33
AADHARHFC,48.82
AARNAV,86.62
AARON,50.31
AARTECH,66.38
AARTIDRUGS,54.24
AARTIIND,40.35
AARTIPHARM,67.81
AARTISURF,67.87
AARVI,64.62
AAVAS,39.6
ABB,34.12
ABBOTINDIA,58.48
ABCAPITAL,44.23
ABCOTS,34.37
ABDL,47.63
ABFRL,49.13
ABGSEC,81.74
ABINFRA,54.64
ABLBL,51.26
ABMKNO,87.96
ABREL,33.01
ABSL10BANK,62.04
ABSLAMC,64.44
ABSLBANETF,97.12
ABSLLIQUID,93.08
ABSLMSCIN,77.78
ABSLNN50ET,83.87
ABSLPSE,81.71
ACC,37.81
ACCELYA,60.37
ACE,58.07
ACEINTEG,71.73
ACI,46.43
ACL,65.29
ACMESOLAR,42.69
ACSTECH,77.16
ACUTAAS,42.46
ADANIENSOL,44.39
ADANIENT,34.09
ADANIGREEN,21.14
ADANIPORTS,41.31
ADANIPOWER,23.64
ADFFOODS,40.59
ADL,80.39
ADOR,52.7
ADROITINFO,85.15
ADSL,27.06
ADVAIT,45.79
ADVANCE,35.33
ADVANIHOTR,63.55
ADVENTHTL,46.05
ADVENZYMES,50.24
AEGISLOG,57.62
AEGISVOPAK,40.23
AEQUS,42.55
AEROENTER,32.6
AEROFLEX,19.25
AERONEU,56.6
AETHER,41.51
AFCONS,40.92
AFFLE,72.82
AFSL,77.11
AGARIND,38.7
AGARWALEYE,49.36
AGI,38.34
AGIIL,34.6
AGRITECH,72.75
AGROPHOS,72.25
AHCL,64.32
AHLADA,64.1
AHLEAST,83.03
AHLUCONT,54.88
AIAENG,44.09
AIIL,33.67
AIRAN,74.03
AIROLAM,74.17
AJANTPHARM,33.2
AJAXENGG,59.84
AJMERA,44.05
AJOONI,76.81
AKASH,69.27
AKCAPIT,82.35
AKG,48.81
AKI,84.85
AKSHAR,64.51
AKSHARCHEM,79.0
AKUMS,52.28
ALANKIT,60.75
ALBERTDAVD,71.24
ALEMBICLTD,45.04
ALGOQUANT,15.42
ALICON,38.28
ALIVUS,55.83
ALKALI,70.16
ALKEM,38.55
ALKYLAMINE,19.21
ALLCARGO,53.27
ALLDIGI,48.3
ALLTIME,50.48
ALMONDZ,78.68
ALOKINDS,52.29
ALPA,76.88
ALPHA,65.8
ALPHAETF,69.21
ALPHAGEO,67.98
ALPL30IETF,80.06
AMAGI,43.94
AMANTA,59.95
AMBALALSA,60.19
AMBER,33.43
AMBICAAGAR,92.09
AMBIKCO,50.93
AMBUJACEM,37.15
AMDIND,51.95
AMIRCHAND,54.41
AMJLAND,72.21
AMNPLST,66.58
AMRUTANJAN,53.54
ANANDRATHI,64.72
ANANTRAJ,34.25
ANDHRAPAP,45.0
ANDHRSUGAR,41.92
ANGELONE,36.99
ANMOL,75.55
ANTELOPUS,43.29
ANTGRAPHIC,85.84
ANTHEM,76.88
ANUHPHR,62.74
ANUP,48.61
ANURAS,36.27
AONEGOLD,61.27
AONELIQUID,70.2
AONENIFTY,77.66
AONESILVER,72.67
AONETMMQ50,91.0
AONETOTAL,61.27
APARINDS,48.75
APCL,51.76
APCOTEXIND,55.04
APEX,23.45
APLAPOLLO,66.1
APLLTD,79.05
APOLLO,29.31
APOLLOHOSP,80.92
APOLLOPIPE,23.46
APOLLOTYRE,47.9
APOLSINHOT,50.46
APTECHT,55.75
APTUS,51.49
AQYLON,34.87
ARCHIDPLY,77.86
ARCHIES,75.96
ARE&M,33.63
ARFIN,11.86
ARIES,58.17
ARIHANT,69.68
ARIHANTCAP,59.52
ARIHANTSUP,21.11
ARIS,34.43
ARKADE,57.44
ARMANFIN,39.25
AROGRANITE,66.9
ARROWGREEN,60.05
ARSSBL,42.34
ARTEMISMED,54.76
ARVEE,68.29
ARVIND,47.0
ARVINDFASN,17.48
ARVSMART,63.7
ASAHIINDIA,41.79
ASAHISONG,55.18
ASAL,49.34
ASALCBR,53.46
ASHAPURMIN,41.38
ASHIANA,59.12
ASHIKA,51.0
ASHIMASYN,80.05
ASHOKA,49.48
ASHOKAMET,74.07
ASHOKLEY,45.93
ASIANENE,65.52
ASIANHOTNR,52.72
ASIANPAINT,52.96
ASIANTILES,34.06
ASKAUTOLTD,50.92
ASMS,39.5
ASPINWALL,62.2
ASTAR,51.71
ASTEC,38.66
ASTERDM,53.74
ASTRAL,42.48
ASTRAMICRO,51.17
ASTRAZEN,55.9
ATALREAL,26.7
ATAM,51.51
ATGL,23.72
ATHERENERG,44.33
ATL,54.94
ATLANTAA,68.54
ATLASCYCLE,67.73
ATUL,45.35
ATULAUTO,32.24
AUBANK,59.17
AURIGROW,65.24
AURIONPRO,59.36
AUROPHARMA,52.19
AURUM,72.31
AUSOMENT,55.97
AUTOAXLES,35.66
AUTOBEES,54.86
AUTOIETF,69.51
AUTOIND,41.44
AVAILFC,87.58
AVALON,49.0
AVANTEL,34.86
AVANTIFEED,32.5
AVG,59.42
AVL,41.2
AVONMORE,49.16
AVROIND,58.37
AVTNPL,42.33
AWFIS,50.14
AWHCL,46.38
AWL,49.18
AXISBANK,63.31
AXISBNKETF,72.91
AXISCADES,50.45
AXISCETF,92.86
AXISGOLD,70.9
AXISHCETF,73.02
AXISILVER,66.86
AXISNIFTY,57.12
AXISTECETF,82.42
AXISVALUE,91.05
AXITA,73.85
AXSENSEX,86.2
AYE,28.29
AYMSYNTEX,54.36
AZAD,38.03
BAGFILMS,64.28
BAIDFIN,79.44
BAJAJ-AUTO,31.29
BAJAJCON,43.68
BAJAJELEC,37.17
BAJAJFINSV,46.78
BAJAJHCARE,55.04
BAJAJHFL,57.96
BAJAJHIND,40.86
BAJAJHLDNG,33.15
BAJAJINDEF,22.79
BAJAJST,48.78
BAJEL,39.55
BAJFINANCE,46.92
BALAJEE,67.03
BALAJITELE,41.12
BALAMINES,33.46
BALKRISHNA,79.48
BALKRISIND,58.04
BALMLAWRIE,47.59
BALPHARMA,81.74
BALRAMCHIN,42.21
BALUFORGE,39.55
BANARBEADS,76.53
BANARISUG,81.73
BANCOINDIA,51.81
BANDHANBNK,40.6
BANG,60.1
BANK10ADD,54.72
BANKADD,73.85
BANKBARODA,52.4
BANKBEES,47.55
BANKBETA,97.52
BANKBETF,80.51
BANKETF,58.64
BANKIETF,92.75
BANKINDIA,49.71
BANKNIFTY1,91.55
BANKPSU,47.0
BANSALWIRE,63.01
BANSWRAS,41.02
BASF,45.37
BASML,50.9
BATAINDIA,58.74
BATLIBOI,68.03
BAYERCROP,60.36
BBETF0432,74.9
BBL,50.51
BBNPNBETF,61.93
BBNPPGOLD,82.42
BBOX,37.18
BBTC,54.33
BBTCL,80.02
BCLIND,52.42
BCONCEPTS,45.47
BCPL,49.16
BDL,30.49
BEARDSELL,76.05
BECTORFOOD,54.35
BEEKAY,79.34
BEL,47.15
BELLACASA,63.74
BELRISE,37.31
BEML,39.54
BENGALASM,91.71
BEPL,54.86
BERGEPAINT,39.44
BESTAGRO,77.32
BETA,61.54
BFINVEST,62.15
BFSI,76.9
BFUTILITIE,50.57
BHAGCHEM,65.85
BHAGERIA,57.74
BHANDARI,82.22
BHARATCOAL,50.05
BHARATFORG,39.95
BHARATGEAR,69.12
BHARATRAS,48.76
BHARATSE,34.46
BHARATWIRE,46.88
BHARTIARTL,58.8
BHARTIHEXA,54.34
BHEL,32.54
BI,93.23
BIGBLOC,68.29
BIKAJI,34.54
BIL,79.36
BIMETAL,100.0
BIOCON,47.56
BIOFILCHEM,59.66
BIRLACORPN,58.44
BIRLAMONEY,58.92
BIRLANU,40.16
BIRLAPREC,97.06
BLACKBUCK,45.05
