SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026, 18-Jun-2026,105.0,105.0,105.0,105.0,103.11,492,0.52,1,492.0,100.0
20MICRONS, 18-Jun-2026,187.0,187.0,183.71,185.05,185.34,70995,131.47,1910,31985.0,45.05
21STCENMGM, 18-Jun-2026,33.42,33.42,33.42,33.42,32.77,1572,0.53,11,1572.0,100.0
360ONE, 18-Jun-2026,1144.0,1162.2,1136.0,1141.3,1136.9,1011855,11633.64,31824,488272.0,48.26
3BBLACKBIO, 18-Jun-2026,1206.0,1228.0,1191.4,1201.1,1202.3,4596,55.45,797,2513.0,54.68
3IINFOLTD, 18-Jun-2026,17.69,17.69,17.27,17.37,17.51,131315,22.91,727,94639.0,72.07
3MINDIA, 18-Jun-2026,33000.0,33405.0,32750.0,33250.0,33060.0,3182,1056.13,2032,1416.0,44.5
3PLAND, 18-Jun-2026,32.3,33.5,31.8,32.45,31.19,6337,2.07,250,3467.0,54.71
5PAISA, 18-Jun-2026,325.0,331.75,320.7,324.0,322.65,46073,150.71,2259,22057.0,47.87
603GS2029, 18-Jun-2026,101.9,101.9,101.9,101.9,100.0,10,0.01,1,10.0,100.0
610GS2031, 18-Jun-2026,98.42,105.0,98.42,105.0,100.95,15,0.01,2,15.0,100.0
636GS2031, 18-Jun-2026,99.98,99.98,99.6,99.6,99.99,101,0.1,2,101.0,100.0
63MOONS, 18-Jun-2026,666.6,676.35,657.0,668.3,667.8,110620,735.23,3881,65291.0,59.02
654GS2032, 18-Jun-2026,100.5,100.5,100.5,100.5,100.5,50,0.05,1,50.0,100.0
664GS2027, 18-Jun-2026,100.4,100.4,100.4,100.4,100.15,4000,4.02,2,4000.0,100.0
667GS2050, 18-Jun-2026,92.45,93.0,92.45,92.45,93.25,170,0.16,4,170.0,100.0
668GS2040, 18-Jun-2026,98.0,98.8,98.0,98.5,97.1,1036,1.02,4,1036.0,100.0
676GS2061, 18-Jun-2026,91.45,91.6,91.45,91.6,91.07,5460,5.0,4,5460.0,100.0
679GS2034, 18-Jun-2026,100.25,100.25,100.25,100.25,100.1,1000,1.0,1,1000.0,100.0
68GS2060, 18-Jun-2026,93.48,93.48,93.48,93.48,91.75,101,0.09,2,101.0,100.0
690GS2065, 18-Jun-2026,92.65,92.65,92.45,92.59,92.55,1254,1.16,9,999.0,79.67
695GS2061, 18-Jun-2026,92.51,93.43,92.5,93.43,93.44,125,0.12,5,120.0,96.0
697GR2034, 18-Jun-2026,99.45,99.45,97.46,97.46,98.0,2,0.0,2,2.0,100.0
699GS2051, 18-Jun-2026,95.6,95.6,95.6,95.6,95.6,1,0.0,1,1.0,100.0
702GS2027, 18-Jun-2026,100.9,101.0,100.51,100.51,101.0,10201,10.29,4,10201.0,100.0
702GS2031, 18-Jun-2026,100.58,100.58,100.58,100.58,102.5,10,0.01,1,10.0,100.0
704GS2029, 18-Jun-2026,100.45,101.5,100.45,101.5,102.0,4000,4.04,2,2000.0,50.0
706GS2028, 18-Jun-2026,101.76,101.76,101.76,101.76,101.75,200,0.2,1,200.0,100.0
709GS2054, 18-Jun-2026,97.9,98.0,97.25,98.0,97.8,288,0.28,3,288.0,100.0
709GS2074, 18-Jun-2026,94.49,94.5,94.3,94.48,94.5,1842,1.74,7,1842.0,100.0
710GS2029, 18-Jun-2026,102.52,102.52,102.5,102.5,102.51,1739,1.78,6,1735.0,99.77
718GS2033, 18-Jun-2026,107.8,107.8,107.8,107.8,107.0,5725,6.17,1,5725.0,100.0
