SYMBOL,DELIV_PER
20MICRONS,36.33
21STCENMGM,94.16
360ONE,37.92
3BBLACKBIO,80.47
3IINFOLTD,58.27
3MINDIA,44.09
3PLAND,76.42
5PAISA,47.07
63MOONS,47.68
AAATECH,65.17
AADHARHFC,38.23
AARNAV,72.26
AARON,74.88
AARTECH,57.22
AARTIDRUGS,49.06
AARTIIND,37.13
AARTIPHARM,37.9
AARTISURF,62.31
AARVI,49.29
AAVAS,52.85
ABB,31.37
ABBOTINDIA,48.01
ABCAPITAL,42.95
ABCOTS,47.59
ABDL,48.92
ABFRL,45.51
ABGSEC,100.0
ABINFRA,20.76
ABLBL,39.78
ABMKNO,96.14
ABREL,45.88
ABSL10BANK,58.47
ABSLAMC,56.34
ABSLBANETF,61.74
ABSLLIQUID,92.4
ABSLMSCIN,94.31
ABSLNN50ET,94.01
ABSLPSE,28.94
ACC,35.6
ACCELYA,52.13
ACE,32.8
ACEINTEG,80.62
ACI,36.01
ACL,53.82
ACMESOLAR,38.99
ACSTECH,100.0
ACUTAAS,50.7
ADANIENSOL,43.46
ADANIENT,22.99
ADANIGREEN,22.36
ADANIPORTS,34.96
ADANIPOWER,24.68
ADFFOODS,25.32
ADL,91.53
ADOR,39.14
ADROITINFO,72.38
ADSL,41.1
ADVAIT,53.36
ADVANCE,33.89
ADVANIHOTR,68.37
ADVENTHTL,51.18
ADVENZYMES,43.62
AEGISLOG,34.72
AEGISVOPAK,40.15
AEQUS,38.27
AEROENTER,32.47
AEROFLEX,42.28
AERONEU,10.62
AETHER,51.95
AFCONS,35.31
AFFLE,40.42
AFSL,72.55
AGARIND,43.17
AGARWALEYE,46.97
AGI,36.4
AGIIL,37.15
AGRITECH,61.82
AGROPHOS,61.06
AHCL,33.49
AHLADA,47.62
AHLEAST,50.55
AHLUCONT,57.05
AIAENG,61.61
AIIL,40.57
AIRAN,66.48
AIROLAM,62.27
AJANTPHARM,49.24
AJAXENGG,60.59
AJMERA,45.82
AJOONI,71.04
AKASH,80.4
AKCAPIT,96.88
AKG,74.3
AKI,64.29
AKSHAR,76.27
AKSHARCHEM,63.06
AKUMS,38.55
ALANKIT,57.64
ALBERTDAVD,55.48
ALEMBICLTD,43.26
ALGOQUANT,11.79
ALICON,51.79
ALIVUS,51.49
ALKALI,65.09
ALKEM,34.56
ALKYLAMINE,5.46
ALLCARGO,65.33
ALLDIGI,43.38
ALLTIME,65.06
ALMONDZ,67.64
ALOKINDS,25.57
ALPA,69.03
ALPHA,57.36
ALPHAETF,53.04
ALPHAGEO,87.07
ALPL30IETF,80.57
AMAGI,46.37
AMANTA,54.65
AMBALALSA,75.27
AMBER,17.83
AMBICAAGAR,79.51
AMBIKCO,49.75
AMBUJACEM,47.17
AMDIND,57.02
AMIRCHAND,39.26
AMJLAND,61.21
AMNPLST,11.23
AMRUTANJAN,70.31
ANANDRATHI,57.91
ANANTRAJ,27.36
ANDHRAPAP,63.25
ANDHRSUGAR,44.3
ANGELONE,34.16
ANMOL,84.97
ANTELOPUS,44.17
ANTGRAPHIC,69.44
ANTHEM,47.53
ANUHPHR,79.08
ANUP,57.46
ANURAS,28.83
AONEGOLD,64.88
AONELIQUID,68.09
AONENIFTY,84.16
AONESILVER,51.8
AONETMMQ50,66.06
AONETOTAL,77.8
APARINDS,41.26
APCL,69.32
APCOTEXIND,66.11
APEX,21.16
APLAPOLLO,46.43
APLLTD,22.31
APOLLO,28.91
APOLLOHOSP,53.55
APOLLOPIPE,36.48
APOLLOTYRE,63.45
APOLSINHOT,82.03
APTECHT,45.79
APTUS,60.94
AQYLON,40.09
ARCHIDPLY,69.14
ARCHIES,75.13
ARE&M,40.43
ARENTERP,42.75
ARFIN,34.35
ARIES,67.94
ARIHANT,46.92
ARIHANTCAP,49.16
ARIHANTSUP,53.23
ARIS,42.6
ARKADE,47.35
ARMANFIN,47.01
AROGRANITE,77.64
ARROWGREEN,56.06
ARSSBL,35.78
ARTEMISMED,49.24
ARVEE,85.22
ARVIND,39.97
ARVINDFASN,64.42
ARVSMART,46.41
ASAHIINDIA,41.09
ASAHISONG,52.4
ASAL,42.28
ASALCBR,38.87
ASHAPURMIN,32.02
ASHIANA,47.16
ASHIKA,27.66
ASHIMASYN,64.88
ASHOKA,28.4
ASHOKAMET,63.89
ASHOKLEY,58.11
ASIANENE,28.47
ASIANHOTNR,25.94
ASIANPAINT,45.43
ASIANTILES,47.73
ASKAUTOLTD,63.35
ASMS,56.76
ASPINWALL,52.8
ASTAR,65.79
ASTEC,46.1
ASTERDM,51.25
ASTRAL,39.92
ASTRAMICRO,41.42
ASTRAZEN,58.23
ATALREAL,32.01
ATAM,66.73
ATGL,16.36
ATHERENERG,45.33
ATL,59.31
ATLANTAA,36.36
ATLANTAELE,48.45
ATLASCYCLE,52.52
ATUL,41.33
ATULAUTO,32.06
AUBANK,53.25
AURIGROW,36.18
AURIONPRO,47.69
AUROPHARMA,48.51
AURUM,65.75
AUSOMENT,65.49
AUTOAXLES,65.89
AUTOBEES,52.66
AUTOIETF,53.76
AUTOIND,69.15
AVAILFC,66.71
AVALON,42.84
AVANTEL,27.1
AVANTIFEED,25.22
AVG,63.33
AVL,55.03
AVONMORE,37.01
AVROIND,70.64
AVTNPL,68.15
AWFIS,53.17
AWHCL,43.36
AWL,37.66
AXISBANK,46.55
AXISBNKETF,70.28
AXISCADES,45.63
AXISCETF,82.99
AXISGOLD,45.81
AXISHCETF,91.86
AXISILVER,77.14
AXISNIFTY,77.57
AXISTECETF,88.22
AXISVALUE,66.45
AXITA,64.78
AXSENSEX,82.76
AYE,26.32
AYMSYNTEX,54.75
AZAD,37.83
BAGFILMS,41.88
BAIDFIN,52.92
BAJAJ-AUTO,57.86
BAJAJCON,47.54
BAJAJELEC,19.76
BAJAJFINSV,71.07
BAJAJHCARE,33.99
BAJAJHFL,51.68
BAJAJHIND,41.78
BAJAJHLDNG,33.08
BAJAJINDEF,54.5
BAJAJST,56.88
BAJEL,6.33
BAJFINANCE,36.34
BALAJEE,58.75
BALAJITELE,41.15
BALAMINES,25.49
BALKRISHNA,66.99
BALKRISIND,41.67
BALMLAWRIE,42.99
BALPHARMA,71.46
BALRAMCHIN,20.62
BALUFORGE,40.18
BANARBEADS,77.16
BANARISUG,35.08
BANCOINDIA,39.03
BANDHANBNK,35.18
BANG,50.66
BANK10ADD,70.03
BANKADD,38.22
BANKBARODA,41.93
BANKBEES,40.51
BANKBETA,66.02
BANKBETF,59.01
BANKETF,72.12
BANKIETF,49.89
BANKINDIA,38.72
BANKNIFTY1,81.12
BANKPSU,71.88
BANSALWIRE,57.99
BANSWRAS,63.62
BASF,36.72
BASML,59.4
BATAINDIA,44.94
BATLIBOI,70.46
BAYERCROP,43.66
BBETF0432,93.86
BBL,43.83
BBNPNBETF,74.77
BBNPPGOLD,69.25
BBOX,44.02
BBTC,24.0
BBTCL,55.95
BCLIND,49.15
BCONCEPTS,57.93
BCPL,48.82
BDL,22.02
BEARDSELL,59.73
BECTORFOOD,55.24
BEEKAY,63.03
BEL,40.13
BELLACASA,51.39
BELRISE,47.7
BEML,28.14
BENGALASM,76.6
BEPL,44.32
BERGEPAINT,48.39
BESTAGRO,54.51
BETA,58.69
BFINVEST,40.8
BFSI,53.09
BFUTILITIE,42.11
BHAGCHEM,77.99
BHAGERIA,46.47
BHARATCOAL,30.42
BHARATFORG,49.03
BHARATGEAR,51.49
BHARATRAS,37.5
BHARATSE,47.29
BHARATWIRE,42.37
BHARTIARTL,62.67
BHARTIHEXA,48.1
BHEL,44.5
BI,71.05
BIGBLOC,42.38
BIKAJI,38.62
BIL,54.93
BIMETAL,73.09
BIOCON,54.65
BIOFILCHEM,80.66
BIRLACORPN,29.74
BIRLAMONEY,48.7
BIRLANU,49.18
BIRLAPREC,47.2
BLACKBUCK,54.95
BLACKROSE,49.54
BLAL,54.63
BLIL,73.09
BLISSGVS,44.4
BLKASHYAP,54.03
BLS,47.76
BLSE,51.68
BLUECHIP,100.0
BLUEDART,40.76
BLUEJET,42.14
BLUESTARCO,51.13
BLUESTONE,33.22
BLUSPRING,53.51
BMWVENTLTD,50.71
BNAGROCHEM,78.27
BODALCHEM,43.05
BOMDYEING,30.03
BONLON,51.87
BORANA,71.45
BOROLTD,42.27
BORORENEW,48.07
BOROSCI,55.59
BOSCH-HCIL,61.84
BOSCHLTD,37.86
BPCL,50.87
BPL,49.76
BRIGADE,21.59
BRIGHOTEL,65.84
BRITANNIA,63.22
BRNL,61.51
BSE,34.68
BSE500IETF,77.33
BSHSL,51.92
BSL,96.19
BSLGOLDETF,61.98
BSLNIFTY,89.69
BSLSENETFG,72.18
BSOFT,43.62
BTML,57.21
BTTL,99.92
BUILDPRO,54.69
BUTTERFLY,23.19
BVCL,68.25
CAMLINFINE,25.04
CAMPUS,41.72
CAMS,44.43
CANBK,31.34
CANFINHOME,51.95
CANHLIFE,42.96
CANTABIL,61.98
CAPACITE,46.19
CAPILLARY,40.93
CAPITALSFB,44.48
CAPLIPOINT,11.87
CARBORUNIV,54.27
CARERATING,16.14
CARRARO,48.61
CARTRADE,33.36
CARYSIL,55.84
CASHIETF,52.32
CASTROLIND,53.56
CCAVENUE,62.64
CCCL,66.83
CCHHL,78.51
CCL,59.47
CDSL,45.59
CEATLTD,39.32
CEIGALL,31.61
CEINSYS,48.43
CELEBRITY,62.09
CELLO,86.54
CEMPRO,38.07
CENTENKA,60.21
CENTEXT,50.78
CENTRALBK,36.18
CENTRUM,76.74
CENTUM,47.02
CENTURYPLY,41.98
CERA,46.11
CESC,51.15
CEWATER,41.03
CGCL,25.52
CGPOWER,43.13
CHALET,31.6
CHAMBLFERT,50.14
CHEMCON,28.62
CHEMFAB,48.93
CHEMICAL,89.97
