SYMBOL,DELIV_PER
20MICRONS,53.2
21STCENMGM,75.52
360ONE,65.55
3IINFOLTD,77.51
3MINDIA,43.63
3PLAND,96.59
5PAISA,63.5
63MOONS,76.98
AAATECH,62.47
AADHARHFC,70.24
AAREYDRUGS,62.14
AARNAV,67.81
AARON,64.95
AARTECH,30.69
AARTIDRUGS,25.92
AARTIIND,39.09
AARTIPHARM,34.61
AARTISURF,59.85
AARVI,58.9
AAVAS,52.68
ABB,39.86
ABBOTINDIA,49.11
ABCAPITAL,24.96
ABCOTS,38.52
ABDL,62.73
ABFRL,55.26
ABGSEC,53.21
ABINFRA,50.87
ABLBL,63.97
ABREL,47.06
ABSL10BANK,87.7
ABSLAMC,36.83
ABSLBANETF,45.16
ABSLLIQUID,99.94
ABSLMSCIN,99.58
ABSLNN50ET,91.79
ABSLPSE,84.84
ACC,61.59
ACCELYA,61.84
ACCURACY,60.62
ACE,33.91
ACEINTEG,96.67
ACI,45.26
ACL,71.62
ACMESOLAR,15.6
ACUTAAS,37.92
ADANIENSOL,27.85
ADANIENT,32.23
ADANIGREEN,32.98
ADANIPORTS,48.45
ADANIPOWER,33.6
ADFFOODS,59.77
ADL,50.25
ADOR,45.59
ADROITINFO,73.8
ADSL,41.35
ADVAIT,45.39
ADVANCE,53.42
ADVANIHOTR,72.19
ADVENTHTL,65.39
ADVENZYMES,56.58
AEGISLOG,20.26
AEGISVOPAK,38.69
AEPL,55.12
AEQUS,46.38
AEROENTER,17.52
AEROFLEX,29.59
AERONEU,37.13
AETHER,32.28
AFCONS,58.85
AFFLE,55.86
AFFORDABLE,63.74
AFSL,93.59
AGARIND,58.3
AGARWALEYE,50.2
AGI,57.47
AGIIL,38.79
AGROPHOS,76.75
AHCL,69.11
AHLADA,72.47
AHLEAST,87.33
AHLUCONT,19.61
AIAENG,48.22
AIIL,27.53
AIRAN,83.38
AIROLAM,86.32
AJANTPHARM,52.29
AJAXENGG,56.22
AJMERA,64.51
AJOONI,60.56
AKASH,99.26
AKG,67.15
AKI,93.83
AKSHAR,69.72
AKSHARCHEM,62.72
AKSHOPTFBR,66.84
AKUMS,56.2
AKZOINDIA,59.52
ALANKIT,62.47
ALBERTDAVD,77.84
ALEMBICLTD,59.52
ALGOQUANT,16.46
ALICON,57.98
ALIVUS,54.93
ALKALI,64.97
ALKEM,45.21
ALKYLAMINE,59.32
ALLCARGO,50.53
ALLDIGI,55.2
ALLTIME,61.26
