SYMBOL,DELIV_PER
20MICRONS,50.74
21STCENMGM,64.15
360ONE,47.51
3BBLACKBIO,57.85
3IINFOLTD,53.04
3MINDIA,44.03
3PLAND,81.25
5PAISA,55.91
63MOONS,54.79
AAATECH,55.51
AADHARHFC,84.92
AAREYDRUGS,60.93
AARNAV,50.86
AARON,63.04
AARTECH,53.23
AARTIDRUGS,55.55
AARTIIND,44.44
AARTIPHARM,42.51
AARTISURF,57.42
AARVI,29.84
AAVAS,37.56
ABANSENT,52.13
ABB,47.88
ABBOTINDIA,52.41
ABCAPITAL,27.75
ABCOTS,33.12
ABDL,57.7
ABFRL,51.53
ABGSEC,99.19
ABINFRA,50.61
ABLBL,54.39
ABMKNO,89.74
ABREL,51.66
ABSL10BANK,95.03
ABSLAMC,76.54
ABSLBANETF,93.73
ABSLLIQUID,50.37
ABSLMSCIN,68.63
ABSLNN50ET,94.22
ABSLPSE,69.75
ACC,40.89
ACCELYA,53.2
ACE,50.35
ACEINTEG,67.27
ACI,52.37
ACL,55.12
ACMESOLAR,49.0
ACSTECH,97.7
ACUTAAS,52.01
ADANIENSOL,33.47
ADANIENT,43.49
ADANIGREEN,21.05
ADANIPORTS,45.95
ADANIPOWER,34.56
ADFFOODS,57.43
ADL,57.65
ADOR,44.71
ADROITINFO,84.78
ADSL,47.44
ADVAIT,42.18
ADVANCE,56.66
ADVANIHOTR,57.81
ADVENTHTL,46.59
ADVENZYMES,55.58
AEGISLOG,47.2
AEGISVOPAK,47.62
AEQUS,23.96
AEROENTER,24.98
AEROFLEX,38.81
AERONEU,29.1
AETHER,61.89
AFCONS,45.27
AFFLE,81.18
AFSL,60.87
AGARIND,58.75
AGARWALEYE,49.94
AGI,14.92
AGIIL,17.91
AGRITECH,79.02
AGROPHOS,76.45
AHCL,45.96
AHLADA,58.56
AHLEAST,56.34
AHLUCONT,54.05
AIAENG,52.36
AIIL,34.73
AIRAN,71.92
AIROLAM,62.66
AJANTPHARM,49.44
AJAXENGG,79.22
AJMERA,45.51
AJOONI,74.49
AKASH,48.22
AKCAPIT,84.44
AKG,98.97
AKI,87.09
AKSHAR,67.09
AKSHARCHEM,52.57
AKUMS,61.94
ALANKIT,63.14
ALBERTDAVD,63.79
ALEMBICLTD,66.26
ALGOQUANT,13.87
ALICON,46.45
ALIVUS,72.18
ALKALI,65.71
ALKEM,59.72
ALKYLAMINE,40.1
ALLCARGO,53.28
ALLDIGI,65.23
ALLTIME,53.01
ALMONDZ,85.44
ALOKINDS,47.82
ALPA,58.52
ALPHA,55.15
ALPHAETF,42.05
ALPHAGEO,68.83
ALPL30IETF,94.28
AMAGI,56.96
AMANTA,63.55
AMBALALSA,47.28
AMBER,25.46
AMBICAAGAR,95.12
AMBIKCO,69.41
AMBUJACEM,39.89
AMDIND,61.25
AMIRCHAND,39.99
AMJLAND,77.47
AMNPLST,78.71
AMRUTANJAN,66.26
ANANDRATHI,60.84
ANANTRAJ,36.9
ANDHRAPAP,56.99
ANDHRSUGAR,42.67
ANGELONE,34.15
ANMOL,77.89
ANTELOPUS,39.71
ANTGRAPHIC,61.97
ANTHEM,59.31
ANUHPHR,79.69
ANUP,61.5
ANURAS,38.61
AONEGOLD,71.69
AONELIQUID,78.54
AONENIFTY,71.45
AONESILVER,61.27
AONETMMQ50,96.25
AONETOTAL,52.34
APARINDS,55.05
APCL,61.97
APCOTEXIND,57.85
APEX,17.59
APLAPOLLO,59.26
APLLTD,37.68
APOLLO,34.53
APOLLOHOSP,58.94
APOLLOPIPE,33.06
APOLLOTYRE,45.05
APOLSINHOT,76.09
APTECHT,43.35
APTUS,53.24
AQYLON,24.41
ARCHIDPLY,36.73
ARCHIES,90.13
ARE&M,28.27
ARENTERP,73.15
ARFIN,27.68
ARIES,43.25
ARIHANT,56.5
ARIHANTCAP,62.35
ARIHANTSUP,18.46
ARIS,39.79
ARKADE,45.63
ARMANFIN,47.81
AROGRANITE,80.49
ARROWGREEN,56.41
ARSSBL,37.01
ARTEMISMED,48.47
ARVEE,46.74
ARVIND,48.56
ARVINDFASN,57.49
ARVSMART,53.25
ASAHIINDIA,41.13
ASAHISONG,23.32
ASAL,49.93
ASALCBR,42.3
ASHAPURMIN,33.35
ASHIANA,75.62
ASHIKA,23.72
ASHIMASYN,58.03
ASHOKA,43.27
ASHOKAMET,69.86
ASHOKLEY,45.52
ASIANENE,53.59
ASIANHOTNR,69.68
ASIANPAINT,45.64
ASIANTILES,14.39
ASKAUTOLTD,54.65
ASMS,22.75
ASPINWALL,56.75
ASTAR,98.17
ASTEC,42.82
ASTERDM,63.42
ASTRAL,40.26
ASTRAMICRO,37.36
ASTRAZEN,48.56
ATALREAL,13.83
ATAM,81.86
ATGL,20.93
ATHERENERG,31.55
ATL,54.92
ATLANTAA,58.43
ATLANTAELE,67.57
ATLASCYCLE,56.39
ATUL,43.04
ATULAUTO,34.53
AUBANK,43.83
AURIGROW,56.52
AURIONPRO,46.05
AUROPHARMA,55.52
AURUM,53.81
AUSOMENT,14.21
AUTOAXLES,40.43
AUTOBEES,50.9
AUTOIETF,54.67
AUTOIND,58.29
AVAILFC,82.33
AVALON,53.07
AVANTEL,40.81
AVANTIFEED,24.65
AVG,52.43
AVL,40.0
AVONMORE,66.02
AVROIND,61.16
AVTNPL,65.28
AWFIS,87.94
AWHCL,34.59
AWL,32.2
AXISBANK,58.84
AXISBNKETF,71.59
AXISCADES,49.2
AXISCETF,94.28
AXISGOLD,70.39
AXISHCETF,99.94
AXISILVER,67.92
AXISNIFTY,69.37
AXISTECETF,87.98
AXISVALUE,62.37
AXITA,71.46
AXSENSEX,85.1
AYE,28.54
AYMSYNTEX,57.08
AZAD,34.07
