SYMBOL,DELIV_PER
20MICRONS,52.82
21STCENMGM,100.0
360ONE,41.21
3BBLACKBIO,63.82
3IINFOLTD,66.42
3MINDIA,59.55
3PLAND,71.18
5PAISA,51.92
63MOONS,44.14
AAATECH,56.98
AADHARHFC,59.59
AAREYDRUGS,53.33
AARNAV,89.67
AARON,64.35
AARTECH,50.11
AARTIDRUGS,52.43
AARTIIND,50.04
AARTIPHARM,51.23
AARTISURF,52.22
AARVI,55.92
AAVAS,50.66
ABANSENT,80.36
ABB,26.22
ABBOTINDIA,87.27
ABCAPITAL,43.05
ABCOTS,73.39
ABDL,61.55
ABFRL,54.27
ABINFRA,45.25
ABLBL,71.94
ABMKNO,97.64
ABREL,64.81
ABSL10BANK,78.49
ABSLAMC,51.66
ABSLBANETF,63.42
ABSLLIQUID,48.49
ABSLMSCIN,58.85
ABSLNN50ET,92.71
ABSLPSE,74.43
ACC,49.13
ACCELYA,50.12
ACE,48.51
ACEINTEG,54.47
ACI,54.55
ACL,44.23
ACMESOLAR,42.96
ACSTECH,86.95
ACUTAAS,47.59
ADANIENSOL,38.35
ADANIENT,46.25
ADANIGREEN,28.35
ADANIPORTS,41.71
ADANIPOWER,24.47
ADFFOODS,38.56
ADL,73.48
ADOR,48.61
ADROITINFO,75.46
ADSL,40.82
ADVAIT,30.88
ADVANCE,44.02
ADVANIHOTR,80.21
ADVENTHTL,50.68
ADVENZYMES,57.35
AEGISLOG,48.47
AEGISVOPAK,44.95
AEQUS,27.96
AEROENTER,38.44
AEROFLEX,32.79
AERONEU,18.22
AETHER,52.7
AFCONS,46.57
AFFLE,55.34
AFSL,64.7
AGARIND,50.79
AGARWALEYE,60.19
AGI,55.13
AGIIL,37.8
AGRITECH,74.26
AGROPHOS,60.59
AHCL,42.06
AHLADA,73.13
AHLEAST,59.26
AHLUCONT,52.64
AHLWEST,81.71
AIAENG,67.22
AIIL,28.93
AIRAN,68.56
AIROLAM,77.8
AJANTPHARM,47.92
AJAXENGG,73.77
AJMERA,30.31
AJOONI,76.09
AKASH,57.46
AKCAPIT,64.86
AKG,90.69
AKI,76.21
AKSHAR,69.05
AKSHARCHEM,56.32
AKUMS,53.48
ALANKIT,67.68
ALBERTDAVD,68.26
ALEMBICLTD,47.96
ALGOQUANT,6.25
ALICON,51.87
ALIVUS,53.48
ALKALI,58.17
ALKEM,55.17
ALKYLAMINE,42.18
ALLCARGO,45.25
ALLDIGI,61.68
ALLTIME,14.21
ALMONDZ,83.37
ALOKINDS,36.87
ALPA,55.59
ALPHA,66.85
ALPHAETF,53.52
ALPHAGEO,56.03
ALPL30IETF,72.26
AMAGI,44.52
AMANTA,62.0
AMBALALSA,74.69
AMBER,33.1
AMBICAAGAR,77.8
AMBIKCO,58.74
AMBUJACEM,34.87
AMDIND,49.89
AMIRCHAND,48.16
AMJLAND,54.88
AMNPLST,60.0
AMRUTANJAN,49.35
ANANDRATHI,64.9
ANANTRAJ,39.72
ANDHRAPAP,48.73
ANDHRSUGAR,47.17
ANGELONE,33.27
ANMOL,72.32
ANTELOPUS,58.18
ANTGRAPHIC,60.21
ANTHEM,47.67
ANUHPHR,57.14
ANUP,43.18
ANURAS,71.13
AONEGOLD,60.2
AONELIQUID,71.71
AONENIFTY,81.21
AONESILVER,37.49
AONETMMQ50,72.02
AONETOTAL,61.59
APARINDS,39.56
APCL,64.79
APCOTEXIND,49.13
APEX,23.6
APLAPOLLO,47.22
APLLTD,34.71
APOLLO,29.23
APOLLOHOSP,60.24
APOLLOPIPE,32.36
APOLLOTYRE,52.57
APOLSINHOT,84.33
APTECHT,51.77
APTUS,57.32
AQYLON,63.13
ARCHIDPLY,45.58
ARCHIES,91.01
ARE&M,6.31
ARENTERP,94.24
ARFIN,43.73
ARIES,49.13
ARIHANT,63.39
ARIHANTCAP,41.13
ARIHANTSUP,21.82
ARIS,71.43
ARKADE,51.39
ARMANFIN,56.84
AROGRANITE,81.14
ARROWGREEN,43.47
ARSSBL,44.95
ARTEMISMED,34.32
ARVEE,63.98
ARVIND,39.69
ARVINDFASN,66.37
ARVSMART,55.7
ASAHIINDIA,43.22
ASAHISONG,60.5
ASAL,46.52
ASALCBR,53.25
ASHAPURMIN,32.84
ASHIANA,71.56
ASHIKA,27.88
ASHIMASYN,62.83
ASHOKA,47.23
ASHOKAMET,90.79
ASHOKLEY,45.49
ASIANENE,44.76
ASIANHOTNR,57.88
ASIANPAINT,44.35
ASIANTILES,49.14
ASKAUTOLTD,47.73
ASMS,37.34
ASPINWALL,95.68
ASTAR,87.1
ASTEC,24.5
ASTERDM,62.8
ASTRAL,43.14
ASTRAMICRO,50.93
ASTRAZEN,35.42
ATALREAL,22.25
ATAM,70.03
ATGL,21.12
ATHERENERG,33.31
ATL,56.48
ATLANTAA,56.91
ATLANTAELE,41.86
ATLASCYCLE,58.28
ATUL,53.66
ATULAUTO,35.08
AUBANK,44.28
AURIGROW,74.82
AURIONPRO,53.85
AUROPHARMA,51.36
AURUM,64.67
AUTOAXLES,54.02
AUTOBEES,37.05
AUTOIETF,72.12
AUTOIND,65.78
AVADHSUGAR,45.72
AVAILFC,78.54
AVALON,50.77
AVANTEL,34.05
AVANTIFEED,27.53
AVG,44.36
AVL,50.83
AVONMORE,56.25
AVROIND,79.51
AVTNPL,49.72
AWFIS,47.8
AWHCL,36.21
AWL,32.5
AXISBANK,58.02
AXISBNKETF,42.8
AXISBPSETF,76.78
AXISCADES,48.81
AXISCETF,88.93
AXISGOLD,59.94
AXISHCETF,97.75
AXISILVER,54.9
AXISNIFTY,82.3
AXISTECETF,82.59
AXISVALUE,79.51
AXITA,69.94
AXSENSEX,77.61
AYE,35.41
AYMSYNTEX,34.97
AZAD,46.27
BAGFILMS,61.12
BAIDFIN,86.46
BAJAJ-AUTO,60.97
BAJAJCON,33.86
BAJAJELEC,40.76
BAJAJFINSV,51.05
BAJAJHCARE,36.7
BAJAJHFL,46.13
BAJAJHIND,36.96
BAJAJHLDNG,58.2
BAJAJINDEF,75.57
BAJAJST,69.51
BAJEL,41.63
BAJFINANCE,54.51
BALAJEE,66.14
BALAJITELE,36.3
BALAMINES,46.73
BALKRISHNA,59.19
BALKRISIND,52.99
BALMLAWRIE,52.27
BALPHARMA,61.15
BALRAMCHIN,34.22
BALUFORGE,36.93
BANARBEADS,92.63
BANARISUG,51.54
BANCOINDIA,35.82
BANDHANBNK,37.41
BANG,77.26
BANK10ADD,80.63
BANKADD,59.36
BANKBARODA,51.1
BANKBEES,49.07
BANKBETA,63.16
BANKBETF,39.99
BANKETF,65.27
BANKIETF,59.87
BANKINDIA,40.63
BANKNIFTY1,88.74
BANKPSU,65.52
BANSALWIRE,54.98
BANSWRAS,61.87
BASF,52.39
BASML,72.64
BATAINDIA,44.57
BATLIBOI,92.89
BAYERCROP,48.99
BBETF0432,91.06
BBL,52.34
BBNPNBETF,92.09
BBNPPGOLD,83.67
BBOX,45.55
BBTC,51.12
BBTCL,57.82
BCLIND,54.82
BCONCEPTS,46.12
BCPL,31.56
BDL,25.93
