SYMBOL,DELIV_PER
20MICRONS,49.06
21STCENMGM,96.54
360ONE,73.52
3BBLACKBIO,69.57
3IINFOLTD,67.17
3MINDIA,21.76
3PLAND,63.3
5PAISA,50.06
63MOONS,43.44
A2ZINFRA,82.85
AAATECH,73.57
AADHARHFC,66.57
AARNAV,97.47
AARON,76.31
AARTECH,28.44
AARTIDRUGS,48.83
AARTIIND,55.32
AARTIPHARM,47.92
AARTISURF,70.28
AARVI,50.62
AAVAS,75.03
ABB,32.91
ABBOTINDIA,58.6
ABCAPITAL,48.61
ABCOTS,34.14
ABDL,48.32
ABFRL,45.03
ABGSEC,97.4
ABINFRA,35.08
ABLBL,48.4
ABMINTLLTD,87.56
ABMKNO,89.07
ABREL,64.89
ABSL10BANK,89.37
ABSLAMC,58.77
ABSLBANETF,84.18
ABSLLIQUID,65.24
ABSLMSCIN,88.89
ABSLNN50ET,68.87
ABSLPSE,65.15
ACC,69.46
ACCELYA,58.1
ACCURACY,77.22
ACE,43.11
ACEINTEG,80.63
ACI,37.34
ACL,81.62
ACMESOLAR,36.51
ACSTECH,58.82
ACUTAAS,38.69
ADANIENSOL,40.58
ADANIENT,31.97
ADANIGREEN,25.04
ADANIPORTS,40.25
ADANIPOWER,31.87
ADFFOODS,33.09
ADL,98.52
ADOR,47.2
ADROITINFO,85.54
ADSL,55.24
ADVAIT,34.87
ADVANCE,60.8
ADVANIHOTR,28.17
ADVENTHTL,57.78
ADVENZYMES,50.47
AEGISLOG,42.93
AEGISVOPAK,48.44
AEPL,65.51
AEQUS,45.94
AEROENTER,43.96
AEROFLEX,27.35
AERONEU,14.43
AETHER,50.26
AFCONS,26.99
AFFLE,42.27
AFSL,71.05
AGARIND,40.33
AGARWALEYE,62.65
AGI,46.74
AGIIL,28.36
AGRITECH,71.44
AGROPHOS,60.74
AHCL,35.53
AHLADA,70.83
AHLEAST,80.94
AHLUCONT,51.63
AIAENG,44.75
AIIL,47.66
AIRAN,90.32
AIROLAM,71.63
AJANTPHARM,54.62
AJAXENGG,60.89
AJMERA,50.35
AJOONI,90.32
AKASH,76.14
AKCAPIT,87.84
AKG,84.25
AKI,81.0
AKSHAR,68.36
AKSHARCHEM,24.96
AKUMS,44.42
ALANKIT,57.65
ALBERTDAVD,72.81
ALEMBICLTD,60.14
ALGOQUANT,14.58
ALICON,49.56
ALIVUS,43.64
ALKEM,58.14
ALKYLAMINE,29.11
ALLCARGO,55.03
ALLDIGI,59.2
ALLTIME,44.66
ALMONDZ,73.35
ALOKINDS,51.71
ALPA,77.25
ALPHA,87.47
ALPHAETF,59.3
ALPHAGEO,69.99
ALPL30IETF,54.3
AMAGI,64.46
AMANTA,32.33
AMBALALSA,61.66
AMBER,31.63
AMBICAAGAR,88.72
AMBIKCO,64.15
AMBUJACEM,59.31
AMDIND,59.47
AMIRCHAND,63.36
AMJLAND,73.25
AMNPLST,31.88
AMRUTANJAN,62.17
ANANDRATHI,45.9
ANANTRAJ,28.42
ANDHRAPAP,70.61
ANDHRSUGAR,40.51
ANGELONE,27.95
ANMOL,63.53
ANTELOPUS,64.3
ANTGRAPHIC,93.53
ANTHEM,59.38
ANUHPHR,74.61
ANUP,56.1
ANURAS,31.21
AONEGOLD,62.86
AONELIQUID,64.79
AONENIFTY,66.8
AONESILVER,72.45
AONETMMQ50,89.17
AONETOTAL,51.81
APARINDS,48.55
APCL,81.69
APCOTEXIND,36.77
APEX,37.69
APLAPOLLO,67.63
APLLTD,91.28
APOLLO,13.06
APOLLOHOSP,61.68
APOLLOPIPE,35.49
APOLLOTYRE,38.45
APOLSINHOT,83.25
APTECHT,32.29
APTUS,46.81
AQYLON,57.43
ARCHIDPLY,88.6
ARCHIES,95.66
ARE&M,40.48
ARENTERP,78.22
ARFIN,6.49
ARIES,66.16
ARIHANT,46.13
ARIHANTCAP,36.85
ARIHANTSUP,56.7
ARIS,64.41
ARKADE,47.29
ARMANFIN,61.07
AROGRANITE,55.75
ARROWGREEN,41.77
ARSSBL,48.91
ARTEMISMED,58.44
ARTNIRMAN,98.69
ARVEE,97.79
ARVIND,36.78
ARVINDFASN,54.7
ARVSMART,27.74
ASAHIINDIA,37.18
ASAHISONG,39.6
ASAL,48.56
ASALCBR,54.7
ASHAPURMIN,33.9
ASHIANA,49.26
ASHIKA,6.5
ASHIMASYN,87.87
ASHOKA,50.0
ASHOKAMET,98.21
ASHOKLEY,50.61
ASIANENE,35.72
ASIANHOTNR,96.15
ASIANPAINT,64.49
ASIANTILES,28.47
ASKAUTOLTD,44.0
ASMS,60.4
ASPINWALL,81.15
ASTEC,34.06
ASTERDM,52.7
ASTRAL,47.43
ASTRAMICRO,38.15
ASTRAZEN,29.5
ATALREAL,28.2
ATAM,49.03
ATGL,17.34
ATHERENERG,25.93
ATL,63.68
ATLANTAA,58.09
ATLASCYCLE,61.66
ATUL,61.02
ATULAUTO,26.91
AUBANK,61.93
AURIGROW,51.71
AURIONPRO,47.22
AUROPHARMA,39.0
AURUM,70.45
