SYMBOL,DELIV_PER
20MICRONS,55.01
21STCENMGM,100.0
360ONE,48.51
3BBLACKBIO,74.48
3IINFOLTD,72.54
3MINDIA,63.43
3PLAND,76.53
5PAISA,46.11
63MOONS,23.24
AAATECH,52.77
AADHARHFC,31.46
AAREYDRUGS,49.93
AARNAV,72.48
AARON,53.46
AARTECH,48.81
AARTIDRUGS,53.41
AARTIIND,50.35
AARTIPHARM,47.46
AARTISURF,52.04
AARVI,50.23
AAVAS,46.15
ABANSENT,97.44
ABB,43.88
ABBOTINDIA,63.38
ABCAPITAL,48.83
ABCOTS,17.12
ABDL,55.84
ABFRL,49.87
ABGSEC,100.0
ABINFRA,52.63
ABLBL,56.3
ABMKNO,84.91
ABREL,44.53
ABSL10BANK,76.38
ABSLAMC,52.82
ABSLBANETF,71.27
ABSLLIQUID,85.71
ABSLMSCIN,99.44
ABSLNN50ET,83.77
ABSLPSE,93.7
ACC,55.79
ACCELYA,51.93
ACE,45.91
ACEINTEG,18.88
ACI,48.27
ACL,35.01
ACMESOLAR,46.42
ACSTECH,89.12
ACUTAAS,55.26
ADANIENSOL,34.22
ADANIENT,46.81
ADANIGREEN,20.86
ADANIPORTS,64.95
ADANIPOWER,25.37
ADFFOODS,39.85
ADL,66.75
ADOR,68.21
ADROITINFO,80.18
ADSL,48.18
ADVAIT,52.3
ADVANCE,32.78
ADVANIHOTR,53.99
ADVENTHTL,55.66
ADVENZYMES,72.48
AEGISLOG,34.24
AEGISVOPAK,43.44
AEQUS,20.61
AEROENTER,30.79
AEROFLEX,40.16
AERONEU,17.48
AETHER,40.44
AFCONS,27.62
AFFLE,53.26
AFSL,63.72
AGARIND,43.84
AGARWALEYE,62.48
AGI,54.85
AGIIL,33.02
AGRITECH,96.76
AGROPHOS,58.05
AHCL,38.09
AHLADA,34.2
AHLEAST,60.57
AHLUCONT,66.1
AHLWEST,100.0
AIAENG,50.44
AIIL,27.06
AIRAN,72.03
AIROLAM,66.17
AJANTPHARM,78.18
AJAXENGG,70.27
AJMERA,45.65
AJOONI,85.71
AKASH,82.95
AKCAPIT,98.15
AKG,73.59
AKI,91.39
AKSHAR,62.25
AKSHARCHEM,72.57
AKUMS,55.51
ALANKIT,69.5
ALBERTDAVD,58.89
ALEMBICLTD,38.66
ALGOQUANT,17.45
ALICON,42.75
ALIVUS,62.83
ALKALI,49.2
ALKEM,65.57
ALKYLAMINE,43.41
ALLCARGO,48.89
ALLDIGI,67.65
ALLTIME,6.19
ALMONDZ,67.54
ALOKINDS,35.77
ALPA,78.33
ALPHA,67.64
ALPHAETF,65.61
ALPHAGEO,61.68
ALPL30IETF,82.57
AMAGI,74.49
AMANTA,58.32
AMBALALSA,67.4
AMBER,33.07
AMBICAAGAR,80.31
AMBIKCO,48.95
AMBUJACEM,42.42
AMDIND,50.38
AMIRCHAND,31.25
AMJLAND,29.92
AMNPLST,67.82
AMRUTANJAN,37.55
ANANDRATHI,53.0
ANANTRAJ,34.32
ANDHRAPAP,61.76
ANDHRSUGAR,39.76
ANGELONE,38.41
ANMOL,66.86
ANTELOPUS,48.38
ANTGRAPHIC,45.97
ANTHEM,35.99
ANUHPHR,64.68
ANUP,42.62
ANURAS,63.66
AONEGOLD,72.29
AONELIQUID,60.75
AONENIFTY,87.67
AONESILVER,66.33
AONETMMQ50,81.49
AONETOTAL,71.91
APARINDS,29.96
APCL,72.94
APCOTEXIND,72.48
APEX,19.39
APLAPOLLO,53.92
APLLTD,40.15
APOLLO,23.31
APOLLOHOSP,59.55
APOLLOPIPE,38.07
APOLLOTYRE,63.21
APOLSINHOT,60.75
APTECHT,33.59
APTUS,37.88
AQYLON,41.75
ARCHIDPLY,39.94
ARCHIES,74.23
ARE&M,51.21
ARENTERP,55.41
ARFIN,31.5
ARIES,49.11
ARIHANT,72.17
ARIHANTCAP,47.26
ARIHANTSUP,37.76
ARIS,38.58
ARKADE,41.25
ARMANFIN,65.02
AROGRANITE,50.02
ARROWGREEN,43.44
ARSSBL,32.3
ARTEMISMED,44.78
ARVEE,83.66
ARVIND,45.18
ARVINDFASN,55.2
ARVSMART,58.93
ASAHIINDIA,43.77
ASAHISONG,70.51
ASAL,56.08
ASALCBR,36.88
ASHAPURMIN,24.87
ASHIANA,68.15
ASHIKA,66.57
ASHIMASYN,40.93
ASHOKA,42.11
ASHOKAMET,72.96
ASHOKLEY,48.5
ASIANENE,53.57
ASIANHOTNR,16.83
ASIANPAINT,39.69
ASIANTILES,26.2
ASKAUTOLTD,50.44
ASMS,40.77
ASPINWALL,86.86
ASTAR,79.01
ASTEC,36.69
ASTERDM,34.12
ASTRAL,38.63
ASTRAMICRO,54.95
ASTRAZEN,45.4
ATALREAL,29.05
ATAM,92.4
ATGL,20.18
ATHERENERG,30.51
ATL,48.5
ATLANTAA,43.38
ATLANTAELE,44.55
ATLASCYCLE,65.52
ATUL,59.83
ATULAUTO,33.31
AUBANK,49.54
AURIGROW,53.19
AURIONPRO,60.87
AUROPHARMA,51.04
AURUM,48.38
AUTOAXLES,41.97
AUTOBEES,51.91
AUTOIETF,66.54
AUTOIND,70.7
AVADHSUGAR,52.31
AVAILFC,96.61
AVALON,41.26
AVANTEL,43.4
AVANTIFEED,17.99
AVG,46.96
AVL,51.38
AVONMORE,64.75
AVROIND,38.47
AVTNPL,65.53
AWFIS,32.41
AWHCL,30.03
AWL,41.31
AXISBANK,52.5
AXISBNKETF,95.42
AXISBPSETF,73.08
AXISCADES,53.15
AXISCETF,98.8
AXISGOLD,61.35
AXISHCETF,69.07
AXISILVER,52.77
AXISNIFTY,67.6
AXISTECETF,91.76
AXISVALUE,83.71
AXITA,62.06
AXSENSEX,95.6
AYE,41.54
AYMSYNTEX,24.74
AZAD,52.47
BAGFILMS,63.55
BAIDFIN,87.58
BAJAJ-AUTO,62.11
BAJAJCON,34.64
BAJAJELEC,36.07
BAJAJFINSV,53.3
BAJAJHCARE,48.96
BAJAJHFL,44.3
BAJAJHIND,39.3
BAJAJHLDNG,45.22
BAJAJINDEF,56.98
BAJAJST,64.28
BAJEL,40.69
BAJFINANCE,48.42
BALAJEE,51.77
BALAJITELE,24.45
BALAMINES,50.86
BALKRISHNA,73.75
BALKRISIND,48.51
BALMLAWRIE,42.46
BALPHARMA,89.97
BALRAMCHIN,31.4
BALUFORGE,40.63
BANARBEADS,98.6
BANARISUG,81.34
BANCOINDIA,47.12
BANDHANBNK,38.7
BANG,49.16
BANK10ADD,62.01
BANKADD,74.05
BANKBARODA,50.29
BANKBEES,54.24
BANKBETA,74.57
BANKBETF,76.84
BANKETF,85.71
BANKIETF,63.82
BANKINDIA,40.44
BANKNIFTY1,81.09
BANKPSU,50.96
BANSALWIRE,55.25
BANSWRAS,64.19
BASF,60.24
BASML,57.81
BATAINDIA,37.15
BATLIBOI,77.03
BAYERCROP,44.83
BBETF0432,91.4
BBL,53.45
BBNPNBETF,75.16
BBNPPGOLD,36.23
BBOX,38.81
BBTC,51.86
BBTCL,58.24
BCLIND,47.0
BCONCEPTS,47.42
BCPL,46.43
BDL,26.68
BEARDSELL,57.37
BECTORFOOD,51.31
BEEKAY,95.64
BEL,50.04
BELLACASA,64.67
BELRISE,42.63
BEML,44.86
BENGALASM,63.04
BEPL,45.52
BERGEPAINT,40.11
BETA,54.9
BFINVEST,52.69
BFSI,59.55
BFUTILITIE,79.06
BHAGCHEM,21.48
BHAGERIA,50.56
BHAGYANGR,45.36
BHANDARI,53.98
BHARATCOAL,35.37
BHARATFORG,54.06
BHARATGEAR,67.88
BHARATRAS,52.42
BHARATSE,35.1
BHARATWIRE,30.01
BHARTIARTL,50.98
BHARTIHEXA,45.16
BHEL,40.57
BI,98.91
BIGBLOC,49.36
BIKAJI,82.41
BIL,73.5
BIMETAL,77.78
BIOCON,47.42
BIOFILCHEM,54.26
BIRLACABLE,29.77
BIRLACORPN,50.9
BIRLAMONEY,47.12
BIRLANU,60.02
BIRLAPREC,50.81
BLACKBUCK,37.05
BLACKROSE,72.85
BLAL,64.4
BLIL,80.47
BLISSGVS,43.32
BLKASHYAP,56.44
BLS,32.02
BLSE,38.53
BLUECOAST,55.69
BLUEDART,52.19
BLUEJET,47.72
BLUESTARCO,40.11
BLUESTONE,53.72
BLUSPRING,55.71
BMWVENTLTD,59.65
BNAGROCHEM,85.62
BNALTD,96.72
BODALCHEM,66.29
BOMDYEING,41.06
BONLON,90.18
BOROLTD,46.36
BORORENEW,24.84
BOROSCI,62.49
BOSCH-HCIL,41.66
BOSCHLTD,41.82
BPCL,63.31
BPL,69.53
BRIGADE,45.51
BRIGHOTEL,53.79
BRITANNIA,49.98
BRNL,67.27
BSE,27.84
BSE500IETF,93.71
BSHSL,70.13
BSL,64.13
BSLGOLDETF,61.49
BSLNIFTY,78.69
BSLSENETFG,82.32
BSOFT,35.02
BTML,80.56
BTTL,95.58
BUILDPRO,65.6
BUTTERFLY,70.19
BVCL,64.6
CALSOFT,65.39
CAMLINFINE,54.15
CAMPUS,36.21
CAMS,48.91
CANBK,41.82
CANFINHOME,30.14
CANHLIFE,50.7
CANTABIL,71.15
CAPACITE,45.12
CAPILLARY,56.85
CAPITALSFB,69.77
CAPLIPOINT,46.14
CARBORUNIV,47.79
CARERATING,87.69
CARRARO,45.04
CARTRADE,42.41
CARYSIL,30.26
CASHIETF,73.21
CASTROLIND,63.58
CCAVENUE,59.93
CCCL,63.76
CCHHL,89.51
CCL,33.09
CDSL,32.64
CEATLTD,37.33
CEIGALL,59.59
CEINSYS,53.23
CELEBRITY,65.03
CELLO,50.48
CEMPRO,43.83
CENTENKA,51.23
CENTEXT,67.04
CENTRALBK,36.86
CENTRUM,68.03
CENTUM,47.6
CENTURYPLY,21.96
CERA,50.21
CESC,39.91
CEWATER,57.83
CGCL,45.49
CGPOWER,44.84
CHALET,47.15
CHAMBLFERT,46.56
CHEMBOND,54.05
CHEMBONDCH,74.73
CHEMCON,46.12
CHEMFAB,44.59
CHEMICAL,78.72
CHEMPLASTS,30.6
CHENNPETRO,30.52
CHEVIOT,88.54
CHOICEGOLD,51.41
CHOICEIN,28.46
CHOLAFIN,51.29
CHOLAHLDNG,47.58
CIEINDIA,56.02
CIFL,52.21
CIGNITITEC,55.41
CINELINE,72.22
CINEVISTA,59.08
CIPLA,71.61
CLEAN,41.39
CLEANMAX,46.91
CLSEL,57.25
CMPDI,49.31
CMSINFO,60.73
CNL,48.12
COALINDIA,58.16
COASTCORP,60.37
COCHINSHIP,24.58
COCKERILL,61.83
COFFEEDAY,45.7
COFORGE,39.77
COHANCE,38.39
COLPAL,33.58
COMFINTE,81.37
COMMOIETF,69.42
COMPUSOFT,65.31
COMSYN,69.84
CONCOR,53.13
CONCORDBIO,55.99
CONFIPET,34.42
CONS,70.9
CONSUMBEES,69.63
CONSUMER,79.8
CONSUMIETF,60.07
CONTROLPR,58.93
CORALFINAC,77.99
CORDSCABLE,46.68
COROMANDEL,70.17
CORONA,27.57
COSMOFIRST,60.19
COUNCODOS,61.95
CPCAP,73.94
CPEDU,89.66
CPPLUS,40.93
CPSEETF,58.86
CRAFTSMAN,68.86
CRAMC,43.27
CREATIVEYE,74.61
CREDITACC,49.45
CREST,49.16
CRISIL,62.88
CRIZAC,49.02
CROMPTON,40.11
CROWN,59.34
CSBBANK,59.62
CSLFINANCE,64.61
CUB,65.63
CUBEXTUB,38.87
CUMMINSIND,46.27
CUPID,34.82
CYBERMEDIA,43.27
CYBERTECH,58.58
CYIENT,49.26
CYIENTDLM,34.23
DABUR,45.68
DAICHI,91.04
DALBHARAT,59.57
DALMIASUG,44.05
DAMCAPITAL,39.82
DAMODARIND,75.48
DANGEE,75.54
DATAMATICS,53.09
DATAPATTNS,19.93
DAVANGERE,38.72
DBCORP,70.33
DBEIL,66.82
DBL,38.94
DBREALTY,35.35
DBSTOCKBRO,74.5
DCAL,63.16
DCBBANK,52.37
DCM,80.41
DCMNVL,91.72
DCMSHRIRAM,43.78
DCMSRIND,60.26
DCW,40.4
DCXINDIA,38.14
DDEVPLSTIK,57.87
DECCANCE,66.11
DECNGOLD,46.31
DEEDEV,46.77
DEEPAKFERT,38.21
DEEPAKNTR,27.68
DEEPINDS,42.8
DEFENCE,85.59
DELHIVERY,50.41
DELPHIFX,31.16
DELTACORP,47.28
DELTAMAGNT,79.0
DEN,49.39
DENORA,86.34
DENTA,33.92
DEVIT,40.11
DEVX,64.95
DEVYANI,47.6
DGCONTENT,78.97
DHAMPURSUG,35.21
DHANBANK,61.59
DHANUKA,65.79
DHARMAJ,56.2
DHRUV,69.77
DHUNINV,58.25
DIACABS,45.06
DIAMINESQ,27.5
DIAMONDYD,49.85
DICIND,85.06
DIFFNKG,63.7
DIGIDRIVE,62.41
DIGISPICE,55.32
DIGITIDE,62.32
DIGJAMLMTD,88.71
DISAQ,66.89
DISHTV,51.08
DIVGIITTS,52.76
DIVIDEND,90.28
DIVISLAB,60.5
DIVOPPBEES,53.33
DIXON,25.15
DLF,49.03
DLINKINDIA,44.31
DMART,59.84
DMCC,57.29
DNAMEDIA,67.01
DODLA,50.49
DOLATALGO,53.59
DOLLAR,60.67
DOLPHIN,44.87
DOMS,49.27
DONEAR,63.82
DPABHUSHAN,27.25
DPSCLTD,59.22
DPWIRES,58.88
DRAGARWQ,61.63
DRCSYSTEMS,83.04
DREAMFOLKS,45.12
DREDGECORP,34.08
DRREDDY,53.75
DSFCL,83.66
DSSL,61.72
DTIL,57.2
DVL,55.84
DWARKESH,41.88
DYCL,43.6
DYNAMATECH,38.02
DYNPRO,68.68
EASEMYTRIP,48.21
EBANKNIFTY,95.27
EBBETF0430,88.24
EBBETF0431,86.79
EBBETF0433,94.6
EBGNG,55.12
ECAPINSURE,80.41
ECLERX,46.13
ECOSMOBLTY,48.67
EDELWEISS,46.26
EFCIL,56.45
EGOLD,26.51
EICHERMOT,58.26
EIDPARRY,51.66
EIEL,25.44
EIFFL,40.85
EIHAHOTELS,44.17
EIHOTEL,38.5
EIMCOELECO,54.56
EKC,60.2
ELANTAS,81.66
