SYMBOL,DELIV_PER
20MICRONS,50.23
21STCENMGM,75.01
360ONE,37.86
3IINFOLTD,72.63
3MINDIA,50.67
3PLAND,77.03
5PAISA,40.94
63MOONS,62.59
AAATECH,51.11
AADHARHFC,57.79
AAREYDRUGS,71.43
AARNAV,57.68
AARON,58.54
AARTECH,43.37
AARTIDRUGS,49.3
AARTIIND,40.32
AARTIPHARM,59.51
AARTISURF,69.3
AARVI,49.43
AAVAS,54.88
ABB,35.6
ABBOTINDIA,54.39
ABCAPITAL,39.66
ABCOTS,14.63
ABDL,41.56
ABFRL,48.99
ABGSEC,94.83
ABINFRA,77.25
ABLBL,50.02
ABREL,16.74
ABSL10BANK,92.25
ABSLAMC,44.2
ABSLBANETF,30.01
ABSLLIQUID,62.18
ABSLMSCIN,100.0
ABSLNN50ET,72.74
ABSLPSE,73.62
ACC,48.26
ACCELYA,60.93
ACCURACY,71.75
ACE,45.29
ACEINTEG,65.34
ACI,53.39
ACL,52.87
ACMESOLAR,28.21
ACUTAAS,43.49
ADANIENSOL,44.77
ADANIENT,23.83
ADANIGREEN,29.87
ADANIPORTS,40.77
ADANIPOWER,28.94
ADFFOODS,56.71
ADL,37.62
ADOR,55.1
ADROITINFO,88.68
ADSL,40.91
ADVAIT,44.74
ADVANCE,49.84
ADVANIHOTR,76.71
ADVENTHTL,61.09
ADVENZYMES,62.65
AEGISLOG,52.37
AEGISVOPAK,50.69
AEPL,87.35
AEQUS,51.63
AEROENTER,31.71
AEROFLEX,22.22
AERONEU,34.59
AETHER,42.0
AFCONS,55.12
AFFLE,53.89
AFFORDABLE,69.2
AFSL,91.76
AGARIND,53.41
AGARWALEYE,75.7
AGI,51.55
AGIIL,35.33
AGROPHOS,56.76
AHCL,50.14
AHLADA,42.48
AHLEAST,52.75
AHLUCONT,45.34
AIAENG,38.48
AIIL,34.66
AIRAN,74.13
AIROLAM,79.6
AJANTPHARM,59.12
AJAXENGG,58.41
AJMERA,58.48
AJOONI,78.06
AKASH,77.84
AKG,80.19
AKI,36.36
AKSHAR,52.53
AKSHARCHEM,41.98
AKSHOPTFBR,71.14
AKUMS,46.43
AKZOINDIA,49.7
ALANKIT,74.94
ALBERTDAVD,75.2
ALEMBICLTD,55.09
ALGOQUANT,24.59
ALICON,51.91
ALIVUS,45.67
ALKALI,61.53
ALKEM,54.66
ALKYLAMINE,31.25
ALLCARGO,45.95
ALLDIGI,51.53
ALLTIME,63.82
ALMONDZ,95.27
ALOKINDS,34.78
ALPA,83.61
ALPHA,70.51
ALPHAETF,44.65
ALPHAGEO,59.5
ALPL30IETF,82.89
AMAGI,59.5
AMANTA,60.34
AMBER,25.56
AMBICAAGAR,57.29
AMBIKCO,62.47
AMBUJACEM,59.7
AMDIND,41.73
AMJLAND,89.78
AMNPLST,91.27
AMRUTANJAN,69.1
ANANDRATHI,52.76
ANANTRAJ,29.03
ANDHRAPAP,53.58
ANDHRSUGAR,59.82
ANGELONE,22.28
ANIKINDS,67.65
ANMOL,85.44
ANTELOPUS,42.6
ANTGRAPHIC,99.03
ANTHEM,48.31
ANUHPHR,66.32
ANUP,34.9
ANURAS,65.9
AONEGOLD,66.74
AONELIQUID,97.06
AONENIFTY,82.11
AONESILVER,42.64
AONETMMQ50,89.37
AONETOTAL,53.21
APARINDS,30.08
APCL,43.04
APCOTEXIND,53.99
APEX,16.21
APLAPOLLO,60.77
APLLTD,52.61
APOLLO,22.59
APOLLOHOSP,67.77
APOLLOPIPE,12.9
APOLLOTYRE,52.63
APOLSINHOT,67.13
APTECHT,50.06
APTUS,58.36
AQYLON,99.97
ARCHIDPLY,93.02
ARCHIES,84.97
ARE&M,58.02
ARENTERP,58.62
ARFIN,51.0
ARIES,56.55
ARIHANTCAP,54.25
ARIHANTSUP,51.35
ARIS,33.23
ARKADE,24.88
ARMANFIN,41.15
AROGRANITE,67.05
ARROWGREEN,23.51
ARSSBL,37.31
ARTEMISMED,63.54
ARTNIRMAN,83.58
ARVIND,41.58
ARVINDFASN,54.27
ARVSMART,53.57
ASAHIINDIA,6.49
ASAHISONG,64.49
ASAL,50.64
ASALCBR,66.36
ASHAPURMIN,45.84
ASHIANA,21.63
ASHIMASYN,87.95
ASHOKA,45.23
ASHOKAMET,69.74
ASHOKLEY,46.02
ASIANENE,22.14
ASIANHOTNR,73.51
ASIANPAINT,54.56
ASIANTILES,35.35
ASKAUTOLTD,47.41
ASMS,61.43
ASPINWALL,75.77
ASTEC,71.82
ASTERDM,37.18
ASTRAL,50.38
ASTRAMICRO,49.35
ASTRAZEN,40.6
ASTRON,85.09
ATALREAL,18.23
ATAM,70.01
ATGL,15.59
ATHERENERG,26.32
ATL,63.36
ATLANTAA,60.45
ATLANTAELE,36.13
ATLASCYCLE,76.43
ATUL,60.25
ATULAUTO,34.56
AUBANK,54.38
AURIONPRO,48.17
AUROPHARMA,48.93
AURUM,62.29
AUTOAXLES,63.07
AUTOBEES,44.59
AUTOIETF,27.24
AUTOIND,72.84
AVADHSUGAR,42.12
AVALON,46.98
AVANTEL,50.07
AVANTIFEED,35.89
AVG,44.4
AVL,57.34
AVONMORE,61.76
AVROIND,59.57
AVTNPL,57.19
AWFIS,39.58
AWHCL,39.48
AWL,50.16
AXISBANK,67.46
AXISBNKETF,67.86
AXISBPSETF,98.95
AXISCADES,58.62
AXISCETF,99.18
AXISGOLD,36.52
AXISHCETF,56.5
AXISILVER,34.94
AXISNIFTY,80.74
AXISTECETF,63.72
AXISVALUE,76.84
AXSENSEX,89.27
AYE,36.15
AYMSYNTEX,28.07
AZAD,53.7
BAFNAPH,84.41
BAGFILMS,71.57
BAIDFIN,79.74
BAJAJ-AUTO,46.05
BAJAJCON,48.41
BAJAJELEC,25.56
BAJAJFINSV,60.99
BAJAJHCARE,39.91
BAJAJHFL,44.39
BAJAJHIND,41.87
BAJAJHLDNG,48.99
BAJAJINDEF,68.94
BAJEL,6.56
BAJFINANCE,52.06
BALAJEE,88.08
BALAJITELE,61.49
BALAMINES,36.27
BALAXI,74.65
BALKRISHNA,77.41
BALKRISIND,47.04
BALMLAWRIE,60.23
BALPHARMA,76.7
BALRAMCHIN,31.58
BALUFORGE,41.66
BANARBEADS,65.63
BANARISUG,80.85
BANCOINDIA,38.75
BANDHANBNK,36.58
BANG,55.68
BANK10ADD,75.01
BANKA,64.12
BANKADD,44.82
BANKBARODA,44.78
BANKBEES,48.21
BANKBETA,48.29
BANKBETF,65.5
BANKETF,76.87
BANKIETF,67.39
BANKINDIA,41.21
BANKNIFTY1,47.28
BANKPSU,73.54
BANSALWIRE,60.07
BANSWRAS,57.78
BASF,47.09
BASML,76.42
BATAINDIA,52.31
BAYERCROP,69.27
BBETF0432,99.21
BBL,50.77
BBNPNBETF,67.49
BBNPPGOLD,90.85
BBOX,38.47
BBTC,57.9
BBTCL,93.35
BCLIND,49.39
BCONCEPTS,74.53
BDL,22.98
BEARDSELL,71.46
BECTORFOOD,43.6
BEL,34.81
BELLACASA,25.82
BELRISE,38.27
BEML,28.38
BEPL,44.89
BERGEPAINT,52.27
BETA,59.75
BFINVEST,59.72
BFSI,73.21
BHAGCHEM,28.94
BHAGERIA,14.37
BHAGYANGR,53.2
BHANDARI,88.32
BHARATCOAL,36.41
BHARATFORG,46.23
BHARATGEAR,52.33
BHARATRAS,52.49
BHARATSE,38.73
BHARATWIRE,38.47
BHARTIARTL,74.59
BHARTIHEXA,56.62
BHEL,33.21
BIGBLOC,61.43
BIKAJI,47.08
BIL,76.12
BIOCON,58.91
BIOFILCHEM,76.77
BIRLACABLE,66.51
BIRLACORPN,46.19
BIRLAMONEY,62.63
BIRLANU,49.2
BLACKBUCK,45.63
BLAL,58.57
BLISSGVS,32.62
BLKASHYAP,52.2
BLS,49.03
BLSE,14.56
BLUECOAST,69.35
BLUEDART,41.62
BLUEJET,32.11
BLUESTARCO,40.51
BLUESTONE,66.44
BLUSPRING,59.22
BMWVENTLTD,68.03
BODALCHEM,55.83
BOMDYEING,54.48
BOROLTD,48.74
BORORENEW,38.56
BOROSCI,30.91
BOSCH-HCIL,62.79
BOSCHLTD,36.98
BPCL,54.01
BPL,57.9
BRIGADE,36.79
BRIGHOTEL,72.85
BRITANNIA,70.67
BRNL,39.08
BROOKS,58.93
BSE,25.7
BSE500IETF,76.63
BSHSL,67.69
BSL,62.82
BSLGOLDETF,73.88
BSLNIFTY,70.85
BSLSENETFG,51.38
BSOFT,36.04
BTML,80.89
BUILDPRO,79.12
BUTTERFLY,52.08
BVCL,63.31
BYKE,65.26
CALSOFT,32.2
CAMLINFINE,55.31
CAMPUS,49.69
CAMS,51.07
CANBK,44.61
CANFINHOME,33.05
CANHLIFE,51.87
CANTABIL,59.6
CAPACITE,19.55
CAPILLARY,44.72
CAPITALSFB,74.43
CAPLIPOINT,69.53
CARBORUNIV,50.22
CARERATING,70.87
CARRARO,66.77
CARTRADE,43.01
CARYSIL,42.41
CASHIETF,66.27
CASTROLIND,65.46
CCAVENUE,48.21
CCCL,62.42
CCHHL,93.42
CCL,70.41
CDSL,37.96
CEATLTD,30.9
CEIGALL,29.39
CEINSYS,49.81
CELEBRITY,60.81
CELLO,57.85
CEMPRO,51.98
CENTENKA,48.91
CENTEXT,66.43
CENTRALBK,41.45
CENTRUM,50.4
CENTUM,22.02
CENTURYPLY,42.63
CERA,20.98
CESC,34.85
CEWATER,42.47
CGCL,42.48
CGPOWER,43.06
CHALET,55.33
CHAMBLFERT,36.05
CHEMBOND,81.99
CHEMBONDCH,62.5
CHEMCON,60.62
CHEMFAB,62.64
CHEMICAL,65.71
CHEMPLASTS,51.64
CHENNPETRO,15.79
CHEVIOT,86.0
CHOICEGOLD,36.42
CHOICEIN,51.24
CHOLAFIN,67.45
CHOLAHLDNG,65.33
CIEINDIA,48.74
CIFL,65.32
CIGNITITEC,47.38
CINELINE,69.32
CINEVISTA,73.29
CIPLA,63.44
CLEAN,50.31
CLEANMAX,26.08
CLEDUCATE,80.57
CLSEL,34.79
CMSINFO,62.83
CNL,72.68
COALINDIA,40.33
COASTCORP,80.88
COCHINSHIP,28.68
COFFEEDAY,59.86
COFORGE,38.9
COHANCE,40.66
COLPAL,46.43
COMMOIETF,52.41
COMPUSOFT,73.13
COMSYN,12.56
CONCOR,36.33
CONCORDBIO,39.78
CONFIPET,22.29
CONS,93.2
CONSUMBEES,60.78
CONSUMER,66.11
CONSUMIETF,63.22
CONTROLPR,60.03
CORALFINAC,61.3
CORDSCABLE,45.1
COROMANDEL,44.97
CORONA,44.96
COSMOFIRST,57.83
COUNCODOS,89.73
CPCAP,64.46
CPEDU,90.08
CPPLUS,45.97
CPSEETF,51.72
CRAFTSMAN,61.84
CRAMC,55.46
CREATIVEYE,92.5
CREDITACC,67.36
