SYMBOL,DELIV_PER
20MICRONS,49.51
21STCENMGM,99.92
360ONE,47.16
3BBLACKBIO,50.92
3IINFOLTD,79.62
3MINDIA,27.77
3PLAND,71.83
5PAISA,36.87
63MOONS,52.63
A2ZINFRA,61.13
AAATECH,68.21
AADHARHFC,51.56
AARNAV,90.53
AARON,59.16
AARTECH,86.71
AARTIDRUGS,48.98
AARTIIND,35.02
AARTIPHARM,51.72
AARTISURF,73.23
AARVI,60.08
AAVAS,49.55
ABB,39.54
ABBOTINDIA,58.94
ABCAPITAL,38.12
ABCOTS,36.58
ABDL,40.64
ABFRL,45.62
ABGSEC,11.6
ABINFRA,21.48
ABLBL,45.05
ABMINTLLTD,79.53
ABMKNO,96.56
ABREL,45.15
ABSL10BANK,87.63
ABSLAMC,45.43
ABSLBANETF,91.45
ABSLLIQUID,57.69
ABSLMSCIN,99.56
ABSLNN50ET,71.84
ABSLPSE,63.21
ACC,57.72
ACCELYA,61.18
ACCURACY,89.61
ACE,43.2
ACEINTEG,42.29
ACI,31.68
ACL,72.44
ACMESOLAR,40.56
ACSTECH,74.33
ACUTAAS,51.75
ADANIENSOL,34.37
ADANIENT,21.2
ADANIGREEN,17.28
ADANIPORTS,34.07
ADANIPOWER,25.73
ADFFOODS,38.88
ADL,64.27
ADOR,50.67
ADROITINFO,73.99
ADSL,22.39
ADVAIT,46.81
ADVANCE,37.92
ADVANIHOTR,68.8
ADVENTHTL,61.17
ADVENZYMES,48.42
AEGISLOG,48.37
AEGISVOPAK,46.3
AEPL,82.09
AEQUS,27.65
AEROENTER,26.02
AEROFLEX,34.34
AERONEU,10.2
AETHER,68.83
AFCONS,39.46
AFFLE,45.59
AFSL,98.36
AGARIND,36.95
AGARWALEYE,29.1
AGI,53.13
AGIIL,19.96
AGRITECH,59.83
AGROPHOS,49.17
AHCL,25.1
AHLADA,62.35
AHLEAST,69.49
AHLUCONT,58.43
AIAENG,73.69
AIIL,37.49
AIRAN,72.39
AIROLAM,79.16
AJANTPHARM,57.42
AJAXENGG,54.16
AJMERA,54.11
AJOONI,88.92
AKASH,38.09
AKCAPIT,52.5
AKG,81.68
AKI,66.77
AKSHAR,55.83
AKSHARCHEM,92.88
AKUMS,55.16
ALANKIT,77.21
ALBERTDAVD,82.89
ALEMBICLTD,48.98
ALGOQUANT,19.73
ALICON,48.83
ALIVUS,54.51
ALKALI,57.23
ALKEM,26.85
ALKYLAMINE,32.09
ALLCARGO,56.81
ALLDIGI,64.48
ALLTIME,54.23
ALMONDZ,65.59
ALOKINDS,52.26
ALPA,72.13
ALPHA,44.44
ALPHAETF,77.89
ALPHAGEO,80.48
ALPL30IETF,89.41
AMAGI,36.35
AMANTA,47.42
AMBALALSA,53.81
AMBER,20.39
AMBICAAGAR,85.87
AMBIKCO,63.8
AMBUJACEM,43.15
AMDIND,55.36
AMIRCHAND,55.59
AMJLAND,80.71
AMNPLST,38.9
AMRUTANJAN,73.23
ANANDRATHI,47.8
ANANTRAJ,35.2
ANDHRAPAP,70.87
ANDHRSUGAR,52.56
ANGELONE,25.18
ANMOL,65.23
ANTELOPUS,57.5
ANTGRAPHIC,77.35
ANTHEM,55.27
ANUHPHR,65.6
ANUP,55.04
ANURAS,42.32
AONEGOLD,80.02
AONELIQUID,88.22
AONENIFTY,59.41
AONESILVER,63.0
AONETMMQ50,83.19
AONETOTAL,64.22
APARINDS,35.63
APCL,41.73
APCOTEXIND,42.77
APEX,26.14
APLAPOLLO,55.36
APLLTD,67.16
APOLLO,11.81
APOLLOHOSP,27.49
APOLLOPIPE,30.4
APOLLOTYRE,48.58
APOLSINHOT,64.48
APTECHT,42.21
APTUS,29.22
AQYLON,51.76
ARCHIDPLY,48.85
ARCHIES,67.07
ARE&M,36.65
ARENTERP,88.35
ARFIN,14.59
ARIES,35.81
ARIHANT,67.54
