SYMBOL,DELIV_PER
20MICRONS,39.0
21STCENMGM,66.58
360ONE,49.27
3BBLACKBIO,70.69
3IINFOLTD,75.36
3MINDIA,50.22
3PLAND,70.13
5PAISA,54.19
63MOONS,49.14
AAATECH,50.23
AADHARHFC,48.11
AARNAV,84.67
AARON,59.82
AARTECH,61.42
AARTIDRUGS,53.32
AARTIIND,40.81
AARTIPHARM,52.31
AARTISURF,50.67
AARVI,62.66
AAVAS,61.9
ABB,34.95
ABBOTINDIA,47.78
ABCAPITAL,47.51
ABCOTS,51.45
ABDL,53.3
ABFRL,44.9
ABGSEC,88.0
ABINFRA,46.18
ABLBL,45.44
ABMKNO,97.33
ABREL,47.29
ABSL10BANK,60.82
ABSLAMC,56.42
ABSLBANETF,88.48
ABSLLIQUID,74.38
ABSLMSCIN,65.8
ABSLNN50ET,88.88
ABSLPSE,88.27
ACC,62.63
ACCELYA,68.92
ACE,37.6
ACEINTEG,67.52
ACI,42.46
ACL,54.62
ACMESOLAR,53.06
ACSTECH,62.76
ACUTAAS,40.58
ADANIENSOL,46.58
ADANIENT,26.14
ADANIGREEN,32.12
ADANIPORTS,42.04
ADANIPOWER,26.28
ADFFOODS,38.32
ADL,23.2
ADOR,57.01
ADROITINFO,74.07
ADSL,47.65
ADVAIT,44.78
ADVANCE,52.06
ADVANIHOTR,65.52
ADVENTHTL,38.77
ADVENZYMES,12.73
AEGISLOG,55.03
AEGISVOPAK,68.14
AEQUS,46.21
AEROENTER,45.94
AEROFLEX,30.01
AERONEU,14.56
AETHER,39.5
AFCONS,45.98
AFFLE,8.95
AFSL,75.9
AGARIND,51.92
AGARWALEYE,42.35
AGI,42.57
AGIIL,21.74
AGRITECH,83.31
AGROPHOS,67.81
AHCL,40.24
AHLADA,60.56
AHLEAST,60.24
AHLUCONT,50.54
AIAENG,55.83
AIIL,42.71
AIRAN,66.55
AIROLAM,67.37
AJANTPHARM,46.45
AJAXENGG,49.47
AJMERA,39.82
AJOONI,69.14
AKASH,67.41
AKCAPIT,97.58
AKG,64.95
AKI,85.82
AKSHAR,72.44
AKSHARCHEM,87.43
AKUMS,53.91
ALANKIT,60.79
ALBERTDAVD,49.03
