SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS, 17-Jun-2026,186.0,187.0,183.27,185.34,184.4,95201,176.06,2797,41879.0,43.99
21STCENMGM, 17-Jun-2026,32.75,32.77,31.55,32.77,32.13,4282,1.39,27,4181.0,97.64
360ONE, 17-Jun-2026,1160.0,1160.0,1127.0,1136.9,1133.6,382759,4361.75,19096,125708.0,32.84
3BBLACKBIO, 17-Jun-2026,1288.0,1288.0,1193.0,1202.3,1258.7,11786,143.62,1848,6835.0,57.99
3IINFOLTD, 17-Jun-2026,17.74,17.74,17.35,17.51,17.65,325702,57.2,777,220333.0,67.65
3MINDIA, 17-Jun-2026,32300.0,33200.0,32175.0,33060.0,32300.0,3525,1158.14,1909,1456.0,41.3
3PLAND, 17-Jun-2026,32.7,33.0,31.02,31.19,32.19,2322,0.75,42,2256.0,97.16
574GS2026, 17-Jun-2026,99.72,99.72,99.72,99.72,99.7,2,0.0,1,2.0,100.0
5PAISA, 17-Jun-2026,328.0,328.4,321.0,322.65,325.6,16036,51.99,1021,10356.0,64.58
601GS2030, 17-Jun-2026,107.1,107.1,107.1,107.1,102.0,1,0.0,1,1.0,100.0
610GS2031, 17-Jun-2026,100.0,105.0,99.75,100.95,105.0,200,0.2,5,200.0,100.0
633GS2035, 17-Jun-2026,97.0,102.0,97.0,102.0,102.0,321,0.31,4,241.0,75.08
636GS2031, 17-Jun-2026,99.99,99.99,99.99,99.99,100.0,50,0.05,1,50.0,100.0
63MOONS, 17-Jun-2026,673.0,683.0,662.6,667.8,668.4,91692,616.21,3462,45674.0,49.81
645GS2029, 17-Jun-2026,99.75,99.75,99.75,99.75,99.75,100,0.1,1,100.0,100.0
648GS2035, 17-Jun-2026,97.5,102.0,97.5,102.0,97.5,2985,2.94,7,2983.0,99.93
664GS2027, 17-Jun-2026,100.15,100.15,100.15,100.15,100.15,190,0.19,1,190.0,100.0
668GS2040, 17-Jun-2026,93.0,97.1,93.0,97.1,97.5,1900,1.83,14,1900.0,100.0
676GS2061, 17-Jun-2026,91.7,91.7,91.01,91.07,91.44,25350,23.13,21,20435.0,80.61
679GS2031, 17-Jun-2026,104.5,104.5,102.0,104.0,102.0,541,0.56,4,541.0,100.0
68GS2060, 17-Jun-2026,91.75,91.75,91.75,91.75,91.75,18,0.02,2,18.0,100.0
690GS2065, 17-Jun-2026,92.01,92.71,92.01,92.55,92.0,32017,29.56,57,25707.0,80.29
692GS2039, 17-Jun-2026,97.1,97.1,97.1,97.1,97.0,196,0.19,1,196.0,100.0
694GS2036, 17-Jun-2026,101.3,102.0,100.52,101.0,101.0,6267,6.34,12,6207.0,99.04
695GS2061, 17-Jun-2026,93.44,93.44,93.0,93.44,93.0,69,0.06,4,69.0,100.0
699GS2051, 17-Jun-2026,95.61,95.61,95.6,95.6,95.5,988,0.94,4,980.0,99.19
702GS2027, 17-Jun-2026,101.0,101.0,101.0,101.0,101.0,437,0.44,2,437.0,100.0
702GS2031, 17-Jun-2026,100.5,102.5,100.5,102.5,101.0,3200,3.23,2,2700.0,84.38
704GS2029, 17-Jun-2026,100.25,102.0,100.25,102.0,102.0,800,0.81,2,400.0,50.0
709GS2054, 17-Jun-2026,97.8,97.8,97.8,97.8,97.8,1600,1.56,3,1600.0,100.0
709GS2074, 17-Jun-2026,94.7,94.91,94.49,94.5,94.3,29162,27.6,30,29153.0,99.97
