SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,PREV_CLOSE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1018GS2026, 12-Aug-2026,104.64,104.65,103.41,104.65,104.65,1760,1.83,12,1760.0,100.0
20MICRONS, 12-Aug-2026,183.35,188.0,183.01,184.13,185.92,106819,197.84,2831,47713.0,44.67
21STCENMGM, 12-Aug-2026,41.47,43.15,41.47,42.36,42.31,34769,14.67,123,27948.0,80.38
360ONE, 12-Aug-2026,1160.0,1167.5,1140.0,1161.0,1168.0,997529,11504.7,21486,555374.0,55.67
3BBLACKBIO, 12-Aug-2026,1216.8,1270.0,1190.0,1251.1,1208.0,5704,70.04,786,3201.0,56.12
3IINFOLTD, 12-Aug-2026,27.8,27.8,26.75,27.47,27.6,960631,262.34,2913,675902.0,70.36
3MINDIA, 12-Aug-2026,36300.0,36390.0,35760.0,35935.0,36115.0,2637,947.89,1401,1381.0,52.37
3PLAND, 12-Aug-2026,32.2,32.2,31.6,31.99,32.17,3918,1.25,48,3651.0,93.19
5PAISA, 12-Aug-2026,377.35,392.0,376.55,387.05,377.35,70773,272.95,3980,37937.0,53.6
603GS2029, 12-Aug-2026,100.36,100.36,97.8,98.21,100.36,451,0.45,7,400.0,88.69
610GS2031, 12-Aug-2026,100.0,101.0,98.0,98.01,97.71,500,0.49,3,500.0,100.0
636GS2031, 12-Aug-2026,102.1,102.5,102.1,102.5,102.1,2700,2.76,4,2700.0,100.0
63MOONS, 12-Aug-2026,858.0,880.0,826.0,867.4,858.65,382822,3251.51,13654,160066.0,41.81
648GS2035, 12-Aug-2026,99.6,100.3,99.0,100.3,99.5,20050,19.98,5,10100.0,50.37
654GS2032, 12-Aug-2026,100.79,100.9,100.79,100.86,100.0,27723,27.96,6,27723.0,100.0
662GS2051, 12-Aug-2026,92.45,92.45,92.45,92.45,92.45,2,0.0,1,2.0,100.0
664GS2035, 12-Aug-2026,97.6,98.0,97.6,98.0,97.69,104,0.1,2,100.0,96.15
667GS2035, 12-Aug-2026,106.0,106.0,106.0,106.0,103.49,10000,10.6,1,10000.0,100.0
667GS2050, 12-Aug-2026,98.0,98.0,91.8,92.8,93.69,10520,9.74,6,8120.0,77.19
668GS2033, 12-Aug-2026,101.0,101.0,101.0,101.0,99.91,1,0.0,1,1.0,100.0
668GS2040, 12-Aug-2026,97.6,98.25,97.0,98.1,97.6,13960,13.63,9,13900.0,99.57
676GS2061, 12-Aug-2026,93.6,93.75,93.5,93.74,93.7,43545,40.74,19,43545.0,100.0
679GS2031, 12-Aug-2026,102.0,102.0,102.0,102.0,102.1,100,0.1,1,100.0,100.0
679GS2034, 12-Aug-2026,103.0,103.0,103.0,103.0,100.5,1,0.0,1,1.0,100.0
679GS2034A, 12-Aug-2026,98.85,98.85,98.85,98.85,98.84,1,0.0,1,1.0,100.0
690GS2065, 12-Aug-2026,94.12,94.74,94.0,94.59,93.92,15700,14.79,8,15674.0,99.83
692GS2039, 12-Aug-2026,100.5,101.0,100.5,101.0,101.0,2000,2.02,3,2000.0,100.0
694GS2036, 12-Aug-2026,101.0,102.5,101.0,101.5,102.5,304,0.31,5,304.0,100.0
695GS2061, 12-Aug-2026,94.0,94.3,93.7,93.7,93.8,261,0.24,7,261.0,100.0
698GR2054, 12-Aug-2026,94.0,94.0,92.4,92.4,96.9,101,0.09,3,101.0,100.0
699GS2051, 12-Aug-2026,96.5,96.5,95.6,95.95,95.6,14509,13.93,8,14495.0,99.9
704GS2029, 12-Aug-2026,102.51,102.51,102.0,102.0,103.55,175,0.18,2,175.0,100.0
706GS2028, 12-Aug-2026,103.49,103.69,103.49,103.69,103.4,2170,2.25,2,2170.0,100.0
706GS2041, 12-Aug-2026,99.96,100.0,99.96,100.0,101.75,900,0.9,2,900.0,100.0
706GS2046, 12-Aug-2026,102.5,102.5,102.5,102.5,102.5,1,0.0,1,1.0,100.0
709GS2054, 12-Aug-2026,96.99,97.0,95.5,96.26,96.3,10943,10.52,23,8543.0,78.07
709GS2074, 12-Aug-2026,96.1,96.1,95.71,95.92,95.85,3438,3.3,12,3438.0,100.0
718GS2037, 12-Aug-2026,107.05,107.05,102.8,103.85,102.66,4497,4.64,5,3996.0,88.86
71GS2034, 12-Aug-2026,103.5,103.5,103.5,103.5,103.97,101,0.1,1,101.0,100.0
723GS2039, 12-Aug-2026,103.5,103.5,103.5,103.5,104.6,300,0.31,2,300.0,100.0
724GS2055, 12-Aug-2026,101.4,101.4,100.5,101.38,101.4,56644,57.24,37,36144.0,63.81
725GS2063, 12-Aug-2026,97.99,97.99,97.66,97.67,97.59,107925,105.48,48,101716.0,94.25
726GS2032, 12-Aug-2026,107.0,107.0,107.0,107.0,106.5,70,0.07,1,70.0,100.0
726GS2033, 12-Aug-2026,103.0,103.7,103.0,103.7,103.0,41130,42.36,10,40811.0,99.22
733GS2026, 12-Aug-2026,101.61,101.61,101.55,101.55,102.2,1400,1.42,6,1400.0,100.0
734GS2064, 12-Aug-2026,99.5,99.8,99.5,99.66,99.79,8100,8.06,10,8000.0,98.77
736GS2052, 12-Aug-2026,103.75,103.75,103.0,103.75,103.75,2251,2.33,4,2251.0,100.0
737GS2028, 12-Aug-2026,106.05,106.05,104.01,104.01,106.1,113,0.12,2,113.0,100.0
738GS2027, 12-Aug-2026,102.1,102.53,102.1,102.39,102.53,29065,29.74,11,27631.0,95.07
73GS2053, 12-Aug-2026,99.9,99.9,99.6,99.86,99.57,24013,23.97,18,23243.0,96.79
740IIFCL33, 12-Aug-2026,1148.03,1148.03,1148.03,1148.03,1146.1,50,0.57,1,50.0,100.0
741GS2036, 12-Aug-2026,103.9,105.5,103.9,105.5,104.95,576,0.61,5,476.0,82.64
