SYMBOL,DELIV_PER
20MICRONS,44.58
21STCENMGM,90.94
360ONE,47.26
3IINFOLTD,69.46
3MINDIA,43.5
3PLAND,71.17
5PAISA,43.08
63MOONS,55.54
AAATECH,59.66
AADHARHFC,30.82
AAREYDRUGS,51.18
AARNAV,74.11
AARON,58.73
AARTECH,62.14
AARTIDRUGS,51.35
AARTIIND,45.69
AARTIPHARM,51.48
AARTISURF,61.28
AARVI,27.87
AAVAS,57.55
ABB,32.15
ABBOTINDIA,63.39
ABCAPITAL,35.61
ABCOTS,24.1
ABDL,43.85
ABFRL,40.28
ABGSEC,97.0
ABINFRA,70.97
ABLBL,64.77
ABREL,53.73
ABSL10BANK,50.81
ABSLAMC,25.28
ABSLBANETF,86.99
ABSLLIQUID,65.71
ABSLMSCIN,52.78
ABSLNN50ET,31.04
ABSLPSE,57.77
ACC,42.79
ACCELYA,50.6
ACCURACY,60.61
ACE,47.04
ACEINTEG,78.51
ACI,43.4
ACL,82.83
ACMESOLAR,19.58
ACUTAAS,52.34
ADANIENSOL,43.01
ADANIENT,38.37
ADANIGREEN,39.0
ADANIPORTS,50.68
ADANIPOWER,27.74
ADFFOODS,60.64
ADL,87.43
ADOR,56.33
ADROITINFO,75.26
ADSL,46.96
ADVAIT,44.24
ADVANCE,62.23
ADVANIHOTR,65.29
ADVENTHTL,63.06
ADVENZYMES,46.26
AEGISLOG,46.44
AEGISVOPAK,40.89
AEPL,96.42
AEQUS,57.24
AEROENTER,53.16
AEROFLEX,13.97
AERONEU,11.0
AETHER,47.0
AFCONS,49.61
AFFLE,54.1
AFFORDABLE,49.95
AFSL,86.31
AGARIND,41.35
AGARWALEYE,44.44
AGI,65.97
AGIIL,41.93
AGROPHOS,82.66
AHCL,34.11
AHLADA,70.55
AHLEAST,84.84
AHLUCONT,52.99
AIAENG,59.55
AIIL,13.48
AIRAN,76.09
AIROLAM,95.54
AJANTPHARM,63.77
AJAXENGG,35.06
AJMERA,58.21
AJOONI,66.19
AKASH,79.97
AKG,62.56
AKI,33.48
AKSHAR,64.83
AKSHARCHEM,65.92
AKSHOPTFBR,87.34
AKUMS,38.08
AKZOINDIA,50.7
ALANKIT,68.12
ALBERTDAVD,86.22
ALEMBICLTD,51.74
ALGOQUANT,16.05
ALICON,41.77
ALIVUS,47.6
ALKALI,61.43
ALKEM,64.46
ALKYLAMINE,51.04
ALLCARGO,46.95
ALLDIGI,63.84
ALLTIME,55.99
ALMONDZ,86.8
ALOKINDS,47.06
ALPA,78.99
ALPHA,46.72
ALPHAETF,71.09
ALPHAGEO,63.96
ALPL30IETF,66.7
AMAGI,47.62
AMANTA,58.65
AMBER,19.34
AMBICAAGAR,26.78
AMBIKCO,80.65
AMBUJACEM,59.64
AMDIND,68.98
AMJLAND,83.39
AMNPLST,79.51
AMRUTANJAN,72.13
ANANDRATHI,68.43
ANANTRAJ,32.8
