SYMBOL,DELIV_PER
20MICRONS,55.61
21STCENMGM,99.98
360ONE,58.54
3IINFOLTD,67.39
3MINDIA,55.29
3PLAND,90.3
5PAISA,51.03
63MOONS,34.76
AAATECH,73.9
AADHARHFC,59.78
AAREYDRUGS,71.07
AARNAV,85.67
AARON,57.92
AARTECH,47.54
AARTIDRUGS,55.48
AARTIIND,63.81
AARTIPHARM,46.6
AARTISURF,57.23
AARVI,43.22
AAVAS,49.4
ABB,50.7
ABBOTINDIA,53.5
ABCAPITAL,50.15
ABCOTS,16.35
ABDL,39.18
ABFRL,45.24
ABGSEC,70.71
ABINFRA,60.46
ABLBL,50.16
ABREL,34.27
ABSL10BANK,75.07
ABSLAMC,51.0
ABSLBANETF,68.94
ABSLLIQUID,81.25
ABSLMSCIN,99.71
ABSLNN50ET,77.37
ABSLPSE,66.3
ACC,52.17
ACCELYA,72.04
ACCURACY,66.43
ACE,51.06
ACEINTEG,90.86
ACI,51.38
ACL,59.84
ACMESOLAR,48.64
ACUTAAS,58.11
ADANIENSOL,32.58
ADANIENT,30.33
ADANIGREEN,25.13
ADANIPORTS,51.36
ADANIPOWER,27.15
ADFFOODS,44.45
ADL,55.6
ADOR,61.58
ADROITINFO,60.71
ADSL,45.89
ADVAIT,49.88
ADVANCE,40.82
ADVANIHOTR,66.49
ADVENTHTL,47.91
ADVENZYMES,62.65
AEGISLOG,17.98
AEGISVOPAK,51.75
AEPL,75.18
AEQUS,46.08
AEROENTER,43.92
AEROFLEX,29.65
AERONEU,13.51
AETHER,36.28
AFCONS,5.31
AFFLE,51.36
AFFORDABLE,48.64
AFSL,35.55
AGARIND,26.14
AGARWALEYE,54.17
AGI,47.48
AGIIL,15.55
AGRITECH,68.48
AGROPHOS,69.14
AHCL,56.54
AHLADA,51.16
AHLEAST,63.6
AHLUCONT,48.99
AHLWEST,100.0
AIAENG,80.77
AIIL,38.96
AIRAN,71.09
AIROLAM,37.47
AJANTPHARM,62.72
AJAXENGG,50.93
AJMERA,47.26
AJOONI,71.48
AKASH,77.07
